Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
84	NCT03812562	Nivolumab and Yttrium-90 in Treating Patients With Liver Cancer Undergoing Surgical Resection		Recruiting	No Results Available	Hepatocellular Carcinoma	Biological: Nivolumab|Radiation: Yttrium Y 90 Glass Microspheres	Recurrence rate|Incidence of adverse events|Overall survival (OS)|Overall increase in future liver remnant (FLR)	Northwestern University|Bristol-Myers Squibb|National Cancer Institute (NCI)	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	12	Other|Industry|NIH	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	NU 18I03|NCI-2018-03602|P30CA060553	February 7, 2019	June 1, 2021	June 1, 2022	January 23, 2019		February 20, 2019	Northwestern University, Chicago, Illinois, United States		https://ClinicalTrials.gov/show/NCT03812562
85	NCT02546752	Use of a Patient Education/Messaging Platform to Increase Uptake and Series Completion of the HPV Vaccine		Completed	No Results Available	Human Papilloma Virus Infection Type 11|Human Papilloma Virus Infection Type 16|Human Papilloma Virus Infection Type 18|Human Papilloma Virus Infection Type 6|Cervical Cancer	Other: THEO	Outcome Measure 1: Difference Between Average HPV Vaccine Series Initiation and Completion Rates|Outcome Measure 1: Relative Difference in Time of Appointment	Regenstrief Institute, Inc.|Merck Sharp & Dohme Corp.	All	11 Years to 17 Years   (Child)	Early Phase 1	1306	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Health Services Research	Merck - 20	September 2015	May 2016	May 2016	September 11, 2015		May 25, 2016	Eskenazi Health Outpatient Care Center, Indianapolis, Indiana, United States|Eskenazi Health Center Blackburn, Indianapolis, Indiana, United States|Eskenazi Health Center Forest Manor, Indianapolis, Indiana, United States|Eskenazi Health West 38th Street, Indianapolis, Indiana, United States|Eskenazi Health Pecar, Indianapolis, Indiana, United States		https://ClinicalTrials.gov/show/NCT02546752
86	NCT01861340	Lenalidomide, Dexamethasone and MEDI-551 in Untreated Multiple Myeloma		Completed	No Results Available	Myeloma	Drug: Lenalidomide, Dexamethasone, and MEDI-551	The effect of Lenalidomide, dexamethasone and Medi-551 on multiple myeloma cancer stem cells (CSCs).|The safety of Medi-551 when combined with Lenalidomide and dexamethasone.	Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins|MedImmune LLC	All	18 Years to 100 Years   (Adult, Older Adult)	Early Phase 1	20	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science	J1340|NA_00081182	May 2014	April 2016	July 2016	May 23, 2013		September 10, 2018	The Sidney Kimmel Comprehensive Cancer Center, Baltimore, Maryland, United States		https://ClinicalTrials.gov/show/NCT01861340
87	NCT03371420	PET Imaging of Subjects Using 124I-PU-AD		Completed	No Results Available	Lymphoma|Solid Malignancy|Alzheimer Disease|Myeloma	Drug: PU-AD|Device: PET Scan|Other: Blood Draws	Pharmacokinetic profile of 124I-PU-AD: area under the curve (AUC)|Pharmacokinetic profile of 124I-PU-AD: maximum plasma concentration (Cmax)|Pharmacokinetic profile of 124I-PU-AD: trough plasma concentration (Cmin)|Pharmacokinetic profile of 124I-PU-AD: plasma half-life (T1/2)|Pharmacokinetic profile of 124I-PU-AD: time to maximum plasma concentration (Tmax)|Incidence of adverse events	Samus Therapeutics, Inc.|Memorial Sloan Kettering Cancer Center|Weill Medical College of Cornell University|Rockefeller University	All	21 Years to 90 Years   (Adult, Older Adult)	Early Phase 1	5	Industry|Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic	PU-AD-00-001	April 2016	June 10, 2019	June 10, 2019	December 13, 2017		June 11, 2019	Memorial Sloan Kettering, New York, New York, United States		https://ClinicalTrials.gov/show/NCT03371420
88	NCT00743353	Exploratory, Phase 0 Study of Positron Emission Tomography (PET) Imaging Agent, F-18 RGD-K5	K5	Completed	No Results Available	Sarcoma|Melanoma|Lung Cancer|Breast Cancer|High Grade Gliomas	Drug: F-18 RGD-K5	To collect bio-distribution data to calculate dosimetry values in normals and obtain and evaluate PET images in cancer subjects for resolution of [F-18]RGD-K5	Siemens Molecular Imaging	All	Child, Adult, Older Adult	Early Phase 1	16	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic	K5-100	August 2008	January 2009	January 2009	August 28, 2008		February 2, 2009	Fox Chase Cancer Center, Philadelphia, Pennsylvania, United States		https://ClinicalTrials.gov/show/NCT00743353
89	NCT03316274	Intra-lesional Nivolumab Therapy for Limited Cutaneous Kaposi Sarcoma		Recruiting	No Results Available	Kaposi Sarcoma|HIV/AIDS|Immunosuppression	Drug: Intra-lesional injection of nivolumab	Safety and tolerability as assessed by Common Terminology Criteria for Adverse Events version 4 (CTCAE v. 4)|The changes in frequency of circulating activated T cells in the skin KS lesions as determined by immunohistochemistry and flow cytometry|The changes in number of circulating activated T cells in the skin KS lesions as determined by immunohistochemistry and flow cytometry|The changes in frequency of circulating activated T cells in the peripheral blood as determined by flow cytometry|The changes in number of circulating activated T cells in the peripheral blood as determined by flow cytometry|The changes in PD-1 expression as determined by immunohistochemistry in lesions|The changes in PD-L1 expression as determined by immunohistochemistry in lesions	University of California, San Francisco|Bristol-Myers Squibb	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	12	Other|Industry	Interventional	Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CC17872	April 15, 2018	December 2019	June 2021	October 20, 2017		April 5, 2019	Zuckerberg San Francisco General Hospital, San Francisco, California, United States		https://ClinicalTrials.gov/show/NCT03316274
90	NCT03224819	Study of AMG 673 in Subjects With Relapsed/Refractory Acute Myeloid Leukemia		Recruiting	No Results Available	Acute Myeloid Leukemia	Drug: AMG 673	Subject incidence and grade of adverse events|Dose limiting toxicities (DLTs)|Pharmacokinetic parameter - half-life|Pharmacokinetic parameter - steady state|Pharmacokinetic parameter - Concentration|Pharmacokinetic parameter - Volume of distribution|Pharmacokinetic parameter - Clearance of AMG 673	Amgen	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	50	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	20160377	September 7, 2017	March 22, 2020	March 22, 2020	July 21, 2017		December 27, 2018	Research Site, Birmingham, Alabama, United States|Research Site, Duarte, California, United States|Research Site, Houston, Texas, United States|Research Site, Seattle, Washington, United States|Research Site, Melbourne, Victoria, Australia|Research Site, Parkville, Victoria, Australia|Research Site, München, Germany		https://ClinicalTrials.gov/show/NCT03224819
91	NCT01843634	Ph I Safety and Efficacy of ODSH in Patients Receiving Induction or Consolidation Therapy for Acute Myeloid Leukemia		Completed	No Results Available	Acute Myeloid Leukemia	Drug: ODSH	Safety by incidence of serious events|Efficacy by time to platelet recovery	Cantex Pharmaceuticals	All	18 Years to 70 Years   (Adult, Older Adult)	Early Phase 1	10	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	IRB 63137	August 2013	April 2015	April 2015	April 30, 2013		March 23, 2016	Huntsman Cancer Institute, Salt Lake City, Utah, United States		https://ClinicalTrials.gov/show/NCT01843634
92	NCT03893487	Fimepinostat in Treating Brain Tumors in Children and Young Adults	PNOC016	Recruiting	No Results Available	Diffuse Intrinsic Pontine Glioma|Recurrent Anaplastic Astrocytoma|Recurrent Glioblastoma|Recurrent Malignant Glioma|Recurrent Medulloblastoma	Drug: Fimepinostat|Procedure: Therapeutic Conventional Surgery	Penetration of fimepinostat across the blood brain barrier (BBB)	Sabine Mueller, MD, PhD|Pacific Pediatric Neuro-Oncology Consortium|Cannonball Kids' Cancer Foundation|Curis, Inc.|University of California, San Francisco	All	3 Years to 39 Years   (Child, Adult)	Early Phase 1	30	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	18086|PNOC016	August 7, 2019	June 2022	June 2027	March 28, 2019		August 12, 2019	University of California, San Francisco, San Francisco, California, United States		https://ClinicalTrials.gov/show/NCT03893487
93	NCT00898768	Capsule Endoscopy to Screen for Small Bowel Neoplasia in Lynch Syndrome	CELSIUS	Completed	No Results Available	Lynch Syndrome|Small Bowel Neoplasia	Procedure: Capsule endoscopy	The main outcome measure will be the number of neoplastic small bowel lesions, with determination of size, location and histological characteristics at baseline and at follow-up after 2 years.|The secondary endpoint will be the number of complications following endoscopic procedures: rates of capsule retention and postpolypectomy bleeding and perforation.	University Medical Center Groningen|Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA)|Erasmus Medical Center|Leiden University Medical Center|St. Antonius Hospital|The Netherlands Cancer Institute|University Medical Center Nijmegen|Maastricht University Medical Center|Free University Medical Center|Medtronic - MITG	All	35 Years to 70 Years   (Adult, Older Adult)	Early Phase 1	200	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Screening	CELSIUS|Dutch Cancer Society 2008-4187	May 2009	December 2014	December 2014	May 12, 2009		December 9, 2014	University Medical Center Groningen, Groningen, Netherlands		https://ClinicalTrials.gov/show/NCT00898768
94	NCT01174940	Test Extracorporeal Photopheresis (ECP) Treatment Before/After Allogeneic Bone Marrow Transplant (BMT) or Peripheral Blood Stem Cell (PBSC) Transplant to Prevent Graft Versus Host Disease		Completed	No Results Available	Stem Cell Leukemia of Unclear Lineage|Graft Versus Host Disease	Drug: extracorporeal photopheresis	Presence/absence of grade II-IV acute Graft versus Host Disease (aGVHD)|proportion of patients who develop chronic Graft versus Host Disease (cGVHD) and experience relapse of primary disease.	University of Kansas Medical Center|Mallinckrodt	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	22	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	12047	June 2010	August 2014	August 2015	August 4, 2010		January 9, 2017	University of Kansas Medical Center, Kansas City, Kansas, United States		https://ClinicalTrials.gov/show/NCT01174940
95	NCT01557686	Health Counseling and Exercise in Patients With Acute Leukemia - Pilot Study	PACE-AL	Completed	No Results Available	Acute Leukemia	Behavioral: Health counseling and exercise	Feasibility - adherence rates|Adverse events|6MWD|Attrition|Timed chair stand|Timed bicep curl|FACT-Anemia|HADS|SF36|MDSAI	Universitetshospitalernes Center for Sygepleje|Novo Nordisk A/S|Lundbeck Foundation	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	20	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care	H-4-2010-046 Pilot	May 2010	February 2011	February 2011	March 19, 2012		March 19, 2012	Copenhagen University Hospital, Copenhagen, Denmark|Herlev Hospital, Herlev, Denmark		https://ClinicalTrials.gov/show/NCT01557686
96	NCT03996252	Combination Topical Therapy for Treatment of Scalp Actinic Keratoses		Not yet recruiting	No Results Available	Actinic Keratoses	Drug: Calcipotriene 0.005% Foam|Drug: Efudex 5% Topical Cream	Percentage of change in the number of scalp actinic keratoses from baseline|Complete and partial (>75%) clearance of actinic keratoses|Composite score of erythema, itching and skin pain after topical of calcipotriene 0.005% foam and 5-fluorouracil 5% cream application for four consecutive nights to scalp actinic keratoses.	Tulane University|Mayne Pharma International Pty Ltd	All	40 Years and older   (Adult, Older Adult)	Early Phase 1	15	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	052090	July 1, 2019	January 1, 2020	June 8, 2020	June 24, 2019		June 24, 2019			https://ClinicalTrials.gov/show/NCT03996252
97	NCT02507232	Study of NovoTTF-200A Alone and With Temozolomide in Patients With Low-Grade Gliomas		Recruiting	No Results Available	Glioma	Device: NovoTTF-200A|Drug: Temozolomide	Toxicity associated with treatment with NovoTTF-200A alone and combined with temozolomide|Efficacy of NovoTTF-200A alone and combined with temozolomide|12-month objective response rate (ORR) of NovoTTF-200A alone and combined with temozolomide|Effects of NovoTTF-200A alone and combined with temozolomide on seizure activity|Effects of NovoTTF-200A alone and combined with temozolomide on quality of life (QOL)|Frequency of transformation from low-grade glioma into high-grade glioma	Santosh Kesari|NovoCure Ltd.|John Wayne Cancer Institute	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	22	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	JWCI-16-1101	April 17, 2017	April 2021	April 2022	July 23, 2015		May 20, 2019	John Wayne Cancer Institute, Santa Monica, California, United States		https://ClinicalTrials.gov/show/NCT02507232
98	NCT01425749	Study to Assess Safety and Immune Response of Stage IIB-IV Resected Melanoma After Treatment With MAGE-A3 ASCI	Mel55	Completed	Has Results	Melanoma	Biological: recMAGE-A3 + AS15 ASCI	Number of Participants With Treatment-related Adverse Events as a Measure of Safety and Tolerability|Enumeration of CD4 and CD8 T Cell Responses to MAGE-A3 Epitopes in the Injection Site-draining Lymph Node (Sentinel Immunized Node, SIN) as a Measure of Immunogenicity.|Enumeration of CD4+ and CD8+ T Cells Reactive to MAGE-A3 Epitopes in Peripheral Blood as a Measure of Immunogenicity.|Identification of Antibody Responses to MAGE-A3 After MAGE-A3 ASCI Administration as a Measure of Immunogenicity.|Characterization of the Maturation and Activation of Dendritic Cell (DC) Populations in the Sentinel Immunized Node (SIN) After Treatment With MAGE-A3 ASCI.|A Preliminary Evaluation of Cellular Components of the Injection Site Microenvironment for Cutaneous Immunization With MAGE-A3 ASCI (Activated T Cells, Th1,Th2, Th17 Infiltrating CD4 Cells, Regulatory T Cells, and Myeloid-derived Suppressor Cells).	Craig L Slingluff, Jr|GlaxoSmithKline|University of Virginia	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	25	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CSlingluff	June 2011	July 2013	October 2015	August 30, 2011	April 4, 2016	April 4, 2016	University of Virginia, Charlottesville, Virginia, United States		https://ClinicalTrials.gov/show/NCT01425749
99	NCT03975205	To Study the Concentration Level of, Doxil, and Doxorubicin at Various Time Frames	Doxil	Not yet recruiting	No Results Available	Lymphoma Leukemia	Drug: Doxorubicin	Bioavailability of Doxil versus Doxorubicin	Sutphin Drugs|Bharath Charitable Cancer Hospital and Institute	All	18 Years to 75 Years   (Adult, Older Adult)	Early Phase 1	500	Industry|Other	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	Global CRO Doxil	July 1, 2019	October 31, 2019	December 31, 2019	June 5, 2019		June 5, 2019	Bharat Cancer Hospital, Surat, Gujarat, India		https://ClinicalTrials.gov/show/NCT03975205
100	NCT03910842	Treatment of Children CD19+ Leukemia and Non-Hodgkin Lymphoma With CD19-TriCAR-T/SILK Cell Therapy		Recruiting	No Results Available	Non-Hodgkin Lymphoma of Intestine|Leukemia	Biological: CD19-TriCAR-T/SILK	safty (Incidence of treatment-related adverse events as assessed by CTCAE v4.03)|Complete response rate[CR] (Complete response rate per the revised International Working Group (IWG) Response Criteria for Malignant Lymphoma)	Timmune Biotech Inc.|Hunan Provincial People's Hospital	All	up to 18 Years   (Child, Adult)	Early Phase 1	12	Industry|Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	T2018-14	May 15, 2019	April 15, 2022	October 15, 2022	April 10, 2019		May 1, 2019	Hunan Provincial People's Hospital, Changsha, Hunan, China		https://ClinicalTrials.gov/show/NCT03910842
101	NCT03790891	Treatment of Non-Hodgkin Lymphoma With CD19-TriCAR-T/SILK Cell Therapy		Recruiting	No Results Available	Non-Hodgkin Lymphoma	Biological: CD19-TriCAR-T/SILK	safety （Incidence of treatment-related adverse events as assessed by CTCAE v4.03）|Complete response rate[CR] (Complete response rate per the revised International Working Group (IWG) Response Criteria for Malignant Lymphoma)|Partial response rate [PR] （Partial response rate per the revised International Working Group (IWG) Response Criteria）|Duration of Response （The time from response to relapse or progression）|Progression Free Survival （The time from the first day of treatment to the date on which disease progresses）|Overall Survival （The number of patient alive, with or without signs of cancer）	Timmune Biotech Inc.	All	18 Years to 70 Years   (Adult, Older Adult)	Early Phase 1	12	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	2018-127	January 5, 2019	June 1, 2021	January 1, 2022	January 1, 2019		March 29, 2019	Hainan General Hospital, Haikou, Hainan, China		https://ClinicalTrials.gov/show/NCT03790891
102	NCT03893019	MB-CART20.1 Melanoma		Recruiting	No Results Available	Melanoma (Skin)	Biological: MB-CART20.1	Determination of MTD|Safety and Toxicity Assessment per Adverse Event reporting classified according to CTCAE V5.0|Clinical Response|Frequency of B-cell aplasia|Phenotype and Persistence of infused MB-CART20.1|Presence and phenotype of MB-CART20.1 and B cells in biopsies|Number of CD20+ tumor cells|Persistence of T-cell expansion for each dose group	Miltenyi Biotec GmbH|DLR German Aerospace Center	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	15	Industry|Other	Interventional	Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	M-2015-307	March 8, 2019	July 2021	July 2021	March 27, 2019		March 27, 2019	University Hospital of Cologne - Clinic for Internal Medicine I, Cologne, NRW, Germany		https://ClinicalTrials.gov/show/NCT03893019
103	NCT03649529	Treatment of Malignant Melanoma With GPA-TriMAR-T Cell Therapy		Recruiting	No Results Available	Malignant Melanoma	Biological: GPA-TriMAR-T	safety （Incidence of treatment-related adverse events as assessed by CTCAE v4.03）|Complete response rate[CR] （Complete response rate per the revised International Working Group (IWG) Response Criteria）|Partial response rate [PR] （Partial response rate per the revised International Working Group (IWG) Response Criteria）|Duration of Response （The time from response to relapse or progression）|Progression Free Survival （The time from the first day of treatment to the date on which disease progresses.）|Overall Survival （The number of patient alive, with or without signs of cancer）	Timmune Biotech Inc.|The Second Affiliated Hospital of Hainan Medical University|Hainan Cancer Hospital	All	18 Years to 69 Years   (Adult, Older Adult)	Early Phase 1	6	Industry|Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	T2018-7	September 27, 2018	September 15, 2021	January 1, 2022	August 28, 2018		April 1, 2019	Hainan Cancer Hospital, Haikou, Hainan, China|The Second Affiliated Hospital of Hainan Medical University, Haikou, Hainan, China		https://ClinicalTrials.gov/show/NCT03649529
104	NCT01298310	A Study to Characterize the Phenotype in Patients With Morton's Neuroma and to Explore the Effect of Local Administration of Xylocaine (Lidocaine)		Completed	No Results Available	Morton's Neuroma	Drug: Xylocaine|Drug: Placebo	The baseline phenotypic Quantitative sensory testing (QST) variables (e.g. heat, cold, touch and mechanical pain perception). Sensory tests will be performed to measure pain and skin sensitivity by use of different pressure (mN) and temperature ( C)|The effect of Xylocaine compared to placebo in QST variables. Sensory tests will be performed to measure pain and skin sensitivity by use of different pressure (mN) and temperature ( C)|Frequency/severity of adverse events	AstraZeneca	All	18 Years to 80 Years   (Adult, Older Adult)	Early Phase 1	27	Industry	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science	D2285M00032|Eudract no: 2010-024295-26	February 2011	May 2012	May 2012	February 17, 2011		May 22, 2012	Research Site, Stockholm, Sweden		https://ClinicalTrials.gov/show/NCT01298310
105	NCT02517502	Docosahexaenoic Acid (DHA) To Prevent Development of Cognitive Dysfunction Due to Chemotherapy		Active, not recruiting	No Results Available	Cognitive Dysfunction	Drug: DHA|Drug: Placebo	Number of potentially eligible subjects who consent to participate in the study.|Number of enrolled subjects who complete all cognitive assessments at all three defined timepoints.|Number of enrolled subjects who take at least 70% of prescribed study agent.|Number of subjects reporting serious adverse events|Change in Cognitive Ability-General Concerns Questionnaire|Change in Cognitive Ability-Abilities Questionnaire|Change in Quality of Life Questionnaire|Level of Physical Activity Questionnaire|Change in Cognitive Function test|Measurement of Cognitive Function Mobile Cognitive Assessment Battery (MCAB) Questionnaire	Carol Fabian, MD|DSM Nutritional Products, Inc.|University of Kansas Medical Center	Female	18 Years to 65 Years   (Adult, Older Adult)	Early Phase 1	24	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Supportive Care	STUDY00002415	July 2015	June 2019	June 2019	August 7, 2015		February 6, 2019	Decatur Memorial Hospital, Decatur, Illinois, United States|University of Kansas Medical Center, Kansas City, Kansas, United States		https://ClinicalTrials.gov/show/NCT02517502
106	NCT01171092	A Safety Study Looking at the Combination of Velcade and G-CSF in Patients With Myeloma or Lymphoma		Completed	No Results Available	Malignant Lymphoma, Stem Cell Type|Autologous Transplant	Drug: bortezomib and G-CSF	Determine the effectiveness of the combination of bortezomib and G-CSF|Assess the safety of the combination of bortezomib and G-CSF	University of Kansas Medical Center|Millennium Pharmaceuticals, Inc.	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	21	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	11803|X05279	September 2010	January 2013	December 2014	July 28, 2010		January 11, 2017	University of Kansas Medical Center, Kansas City, Kansas, United States|University of Kansas Medical Center, Westwood Campus, Westwood, Kansas, United States		https://ClinicalTrials.gov/show/NCT01171092
107	NCT01022021	Peripheral Blood Stem Cell (PBSC) Mobilization in Patients With Relapsed Lymphoma Treated With Bendamustine		Completed	No Results Available	Lymphoma	Drug: Rituximab|Drug: Bendamustine	To assess the efficacy of G-CSF induced PBSC mobilization after two cycles of rituximab and Bendamustine (BR) as salvage therapy in patients with relapsed non-Hodgkins lymphoma	University of Kansas Medical Center|Cephalon	All	18 Years to 70 Years   (Adult, Older Adult)	Early Phase 1	17	Other|Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	11908	January 2010	April 2014	August 2015	December 1, 2009		January 10, 2017	University of Kansas Medical Center, Kansas City, Kansas, United States		https://ClinicalTrials.gov/show/NCT01022021
108	NCT04028245	A Study of Combination Spartalizumab and Canakinumab in Patients With Localized Clear Cell Renal Cell Carcinoma	SPARC-1	Recruiting	No Results Available	Carcinoma, Renal Cell	Drug: Spartalizumab|Drug: Canakinumab	Percentage of subjects who proceed to radical nephrectomy|Quantification of CD8 T cell infiltration into the tumor / peritumoral area infiltrates|Quantification of immune cell populations (PMN-MDSC) in the tumor/ peritumoral area|Objective tumor response rate	Charles G. Drake|Novartis|Columbia University	All	18 Years to 99 Years   (Adult, Older Adult)	Early Phase 1	14	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	AAAS2814	August 2019	December 2020	December 2021	July 22, 2019		July 23, 2019	Columbia University Medical Center, New York, New York, United States		https://ClinicalTrials.gov/show/NCT04028245
109	NCT02591654	MRI and PET to Assess Pembrolizumab Response	MPAK	Active, not recruiting	No Results Available	Malignant Melanoma, Metastatic	Drug: Pembrolizumab|Drug: FLT PET	Prevalence of lesion detection (sensitivity)|Difference in lesion metrics|Change in patient response (immunoscore)|Change in patient response (expression levels)|Change in RECIST Index	Yvonne Saenger|Merck Sharp & Dohme Corp.|Columbia University	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	6	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	AAAO2558	October 2015	November 2022	November 2024	October 29, 2015		April 5, 2019	Columbia University, New York, New York, United States		https://ClinicalTrials.gov/show/NCT02591654
110	NCT02278510	Topotecan Using Convection-Enhanced Delivery (CED) in High Grade Glioma		Completed	No Results Available	Malignant Glioma|WHO Grade III or IV Recurrent Glioma	Drug: Topotecan|Drug: Gadolinium DTPA|Device: Cleveland Multiport Catheter	Spatial distribution of topotecan|Number of catheter- and/or drug-related complications|Objective response rate of subjects given topotecan|Median progression-free survival of HGG subjects given topotecan|Median overall survival of HGG subjects given topotecan|Proportion of progression free HGG subjects given topotecan	Michael Vogelbaum, MD, PhD|Infuseon Therapeutics, Inc.|Case Comprehensive Cancer Center	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	3	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	INFT1314|NCI-2014-02248	December 9, 2014	November 10, 2015	November 10, 2015	October 30, 2014		March 31, 2017	Cleveland Clinic, Case Comprehensive Cancer Center, Cleveland, Ohio, United States		https://ClinicalTrials.gov/show/NCT02278510
111	NCT03995706	Neuro/Sacituzumab Govitecan/Breast Brain Metastasis/Glioblastoma/Ph 0		Recruiting	No Results Available	Glioblastoma	Drug: Sacituzumab Govitecan	Ratio of SN-38 and its metabolites relative to serum concentration	The University of Texas Health Science Center at San Antonio|Immunomedics, Inc.	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	20	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CTMS# 19-0069|HSC20190378H	July 17, 2019	July 10, 2021	July 10, 2022	June 24, 2019		August 1, 2019	Mays Cancer Center, UT Health San Antonio, San Antonio, Texas, United States		https://ClinicalTrials.gov/show/NCT03995706
112	NCT03238365	Window of Opportunity Trial of Nivolumab and Tadalafil in Patients With Squamous Cell Carcinoma of the Head and Neck		Active, not recruiting	No Results Available	Lip, Oral Cavity and Pharynx|Larynx	Biological: Nivolumab|Drug: Tadalafil|Procedure: Therapeutic Conventional Surgery	Change in immune cell polarization (Th1/Th2; M1/M2) in peripheral blood and tumor specimens using multiplex cytokine analysis|Prevalence of intratumoral immune cell populations	Sidney Kimmel Cancer Center at Thomas Jefferson University|Bristol-Myers Squibb|Thomas Jefferson University	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	50	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	17P.210	August 10, 2017	December 16, 2019	December 16, 2020	August 3, 2017		July 12, 2019	Sidney Kimmel Cancer Center at Thomas Jefferson University, Philadelphia, Pennsylvania, United States|Vanderbilt University, Nashville, Tennessee, United States		https://ClinicalTrials.gov/show/NCT03238365
113	NCT02630030	Phase 0 Analysis of Ixazomib (MLN9708) in Patients With Glioblastoma		Completed	No Results Available	Glioblastoma	Drug: Ixazomib	Concentration of ixazomib in tumor tissue|Concentration of ixazomib in blood and plasma samples|Incidence of adverse events after single dose administration of ixazomib, assessed according to the National Cancer Institute Common Terminology Criteria for Adverse Events, version 4.03	Emory University|Takeda	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	3	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science	IRB00083003|NCI-2015-01682|X16071|Winship3017-15	March 2016	July 2018	July 2018	December 15, 2015		August 15, 2018	Emory University/Winship Cancer Institute, Atlanta, Georgia, United States		https://ClinicalTrials.gov/show/NCT02630030
