Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
651	NCT03042000	Multicenter, Prospective, RCT：Investigation of Combined Modality Therapy for Locally Advanced Mid/Low Rectal Cancer.		Not yet recruiting	No Results Available	Rectal Cancer, Adenocarcinoma|Neoadjuvant Chemoradiation	Other: non-NCRT|Other: NCRT|Drug: capecitabine with oxaliplatin|Drug: capecitabine|Procedure: TEM|Procedure: radical resection	3y-DFS|3y-OS|5y-DFS|5y-OS|pCR	Peking Union Medical College Hospital|Beijing Hospital|Beijing Chao Yang Hospital|Cancer Institute and Hospital, Chinese Academy of Medical Sciences|Peking University People's Hospital|Beijing Cancer Hospital|Beijing Friendship Hospital|Geneplus-Beijing Co. Ltd.	All	18 Years to 75 Years   (Adult, Older Adult)	Not Applicable	1200	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	PUMCH-Colorectal Surgery 02	February 2017	December 2020	December 2021	February 3, 2017		February 3, 2017			https://ClinicalTrials.gov/show/NCT03042000
652	NCT01830075	The Life InSight Application Study (LISA)	LISA	Completed	No Results Available	Quality of Life	Behavioral: Consultations	Quality of life|Spiritual well being|patients empowerment|spirituality	Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA)|Dutch Cancer Society|Janssen, LP	All	18 Years and older   (Adult, Older Adult)	Not Applicable	153	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care	W12-143#12.17.0161	May 2014	March 2016	March 2016	April 12, 2013		July 27, 2016	Academic Medical Center, Amsterdam, Noord-Holland, Netherlands		https://ClinicalTrials.gov/show/NCT01830075
653	NCT03015883	Alpha Radiation Emitters Device for the Treatment of Squamous Cell Carcinoma	DaRT	Completed	No Results Available	Squamous Cell Carcinoma	Radiation: Diffusing Alpha Radiation Emitters Therapy (DaRT)	Adverse Events|Reduction in Tumor size|Percent of NecroticTissue	Alpha Tau Medical LTD.	All	18 Years and older   (Adult, Older Adult)	Not Applicable	27	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CTP-SCC-00	February 22, 2017	June 1, 2019	June 25, 2019	January 10, 2017		June 27, 2019	Davidof Cancer Institution at the Rabin Medical Center Israel, Petah Tiqva, Israel		https://ClinicalTrials.gov/show/NCT03015883
654	NCT03621462	Elucid Labs AIDA™ - Labelled Image Acquisition Protocol		Not yet recruiting	No Results Available	Melanoma (Skin)|Basal Cell Carcinoma of the Skin|Squamous Cell Carcinoma of the Skin	Device: Artificial Intelligence Dermatology Assistant (AIDA™)	Sensitivity of in-clinic dermatologist diagnosis using AIDA™ compared to standard dermoscopy and physical examination alone|Specificity of in-clinic dermatologist diagnosis using AIDA™ compared to standard dermoscopy and physical examination alone	Elucid Labs Inc.	All	18 Years and older   (Adult, Older Adult)	Not Applicable	4000	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic	AIDA-PRO-001	October 15, 2018	September 1, 2020	October 15, 2020	August 8, 2018		August 8, 2018	Total Skincare Centre, Calgary, Alberta, Canada		https://ClinicalTrials.gov/show/NCT03621462
655	NCT03285698	Comparing the Clinical Outcomes of DermACELL® With Integra® Bilayer Wound Matrix		Recruiting	No Results Available	Wounds|Chronic Wounds|Nonmalignant Condition	Device: DermACELL®|Device: Integra®	Time the wound bed takes to heal for split thickness skin graft application|Percentage of subjects with complete split thickness skin graft take	Georgetown University|LifeNet Health	All	18 Years to 90 Years   (Adult, Older Adult)	Not Applicable	100	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	2014-0061	April 18, 2014	August 31, 2019	October 1, 2020	September 18, 2017		February 15, 2019	Medstar Georgetown University Hospital, Washington, District of Columbia, United States		https://ClinicalTrials.gov/show/NCT03285698
656	NCT01819649	Selenium in the Prevention of Cancer	DK PRECISE	Completed	No Results Available	Cancer	Dietary Supplement: SelenoPRECISE selenium-enriched yeast tablet, Pharma Nord Denmark A/S	Viability of full scale study|AMENDMENT TO OUTCOME MEASURES: Mortality analysis.	Odense University Hospital|Danish Cancer Society|University of Southern Denmark|K. A. Rohde's and wife's Foundation|The County of Funen, Denmark|Cypress Systems, USA|The Dagmar Marshall Foundation|The N. O. Andersen Foundation|The Danish Directory of Food and Agriculture|The Foundation of Clinical Experimental Cancer Research, Odense|The Foundation of Lily Benthine Lund|The Memory Foundation of Merchant Brogaard|Pharma Nord	All	60 Years to 74 Years   (Adult, Older Adult)	Not Applicable	491	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Prevention	OUH-DK-PILOT-PRECISE	November 1998	June 2004	June 2004	March 27, 2013		September 14, 2017	Selenium Centre, Odense University Hospital, Odense C, Denmark		https://ClinicalTrials.gov/show/NCT01819649
657	NCT00002226	Safety and Effectiveness of Giving SU5416 to HIV-Infected Patients With AIDS-Related Kaposi's Sarcoma		Completed	No Results Available	Sarcoma, Kaposi|HIV Infections	Drug: SU5416		SUGEN|NIH AIDS Clinical Trials Information Service	All	18 Years and older   (Adult, Older Adult)	Not Applicable	30	Industry	Interventional	Primary Purpose: Treatment	294A|5416.003				August 31, 2001		June 24, 2005	Norris Cancer Ctr / USC, Los Angeles, California, United States|UCLA Care Ctr / Ctr for Hlth Sciences, Los Angeles, California, United States|Saint Francis Mem Hosp / HIV Care Unit, San Francisco, California, United States|New York Univ Med Ctr, New York, New York, United States		https://ClinicalTrials.gov/show/NCT00002226
658	NCT02039232	Safety and Efficacy of the CarboFix Pedicle Screw System		Completed	No Results Available	Degenerative Disc Disease|Spondylolisthesis|Spinal Stenosis|Spinal Curvatures|Tumor	Device: Pedicle screw system	Fusion success	CarboFix Orthopedics Ltd.	All	18 Years and older   (Adult, Older Adult)	Not Applicable	46	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CARBOFIX P CLD PPS1	January 2014	August 2017	February 2018	January 17, 2014		April 17, 2019	Hillel Yafe MC;, Hadera;, Israel|Herzliya Medical Center, Herzliya, Israel		https://ClinicalTrials.gov/show/NCT02039232
659	NCT03000998	Web App Technology for Boys and Parents: Improving HPV Vaccine Uptake		Recruiting	No Results Available	Human Papillomavirus Virus|HPV	Behavioral: Web App Intervention Group|Behavioral: Usual Customary Care Group	Vaccine Initiation|Vaccine Adherence|Attitudes towards vaccination in general|Attitudes towards the HPV vaccine|Perception of risk due to HPV and not being vaccinated|Perception of negative and positive consequences associated with HPV vaccination|Self-efficacy to make informed decisions about HPV vaccination|HPV knowledge|Spousal support and social normative and cultural perceptions of receiving the HPV vaccination	Klein Buendel, Inc.|University of New Mexico|Indiana University	All	11 Years and older   (Child, Adult, Older Adult)	Not Applicable	900	Industry|Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Prevention	1R01CA210125-01A1|0310	January 31, 2017	July 31, 2020	July 31, 2020	December 22, 2016		March 22, 2019	Klein Buendel, Inc., Golden, Colorado, United States|Indiana University, Indianapolis, Indiana, United States|University of New Mexico, Albuquerque, New Mexico, United States		https://ClinicalTrials.gov/show/NCT03000998
660	NCT03095885	A Pilot Study of Oxalate Absorption in Secondary Hyperoxaluria		Completed	No Results Available	Secondary Hyperoxaluria|Nephrolithiasis|Hyperoxaluria|Kidney Stones	Other: Oxalate-rich Test Meal	Percent oxalate absorption from oxalate-rich test meal, urinary oxalate (mg/24-hour)|Percent oxalate absorption 4-hours, 6-hours post oxalate-rich test meal and 24-hour. (mg/interval)|Percent change from baseline urinary oxalate (mg) for each collection interval.	Allena Pharmaceuticals	All	18 Years and older   (Adult, Older Adult)	Not Applicable	22	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science	ALLN-177-204	November 2016	January 2017	January 2017	March 30, 2017		March 30, 2017			https://ClinicalTrials.gov/show/NCT03095885
661	NCT01892397	Pilot Study of Optune (NovoTTF-100A) for Recurrent Atypical and Anaplastic Meningioma		Active, not recruiting	No Results Available	Brain Cancer	Device: Optune (NovoTTF-100A)	progression-free survival rate|overall survival|safety and tolerability	Memorial Sloan Kettering Cancer Center|NovoCure Ltd.|Columbia University|University of Cincinnati|University of Colorado, Denver|University of Miami|Cedars-Sinai Medical Center	All	18 Years and older   (Adult, Older Adult)	Not Applicable	6	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	13-067	June 2013	June 2019	June 2019	July 4, 2013		October 24, 2018	Cedars-Sinai Medical Center, Los Angeles, California, United States|University of Colorado, Denver, Colorado, United States|University of Miami, Miami, Florida, United States|Memoral Sloan Kettering Cancer Center, Basking Ridge, New Jersey, United States|Memorial Sloan Kettering Cancer Center at Commack, Commack, New York, United States|Memorial Sloan Kettering West Harrison, Harrison, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Columbia University, New York, New York, United States|University of Cincinnati, Cincinnati, Ohio, United States		https://ClinicalTrials.gov/show/NCT01892397
662	NCT04015765	Hybrid-APC Margin Ablation to Prevent Post EMR Adenoma Recurrence	h-APC EMR	Not yet recruiting	No Results Available	Colorectal Cancer|Polyp of Colon	Procedure: Hybrid Argon Plasma Coagulation and EMR procedure	Evaluate adenoma recurrence rate|Evaluate complete adenoma eradication rates	Centre hospitalier de l'Université de Montréal (CHUM)|Penn State University|University of Milan|Erbe Elektromedizin GmbH|Dr John levenick|Dr Alessandro Repici	All	18 Years to 89 Years   (Adult, Older Adult)	Not Applicable	100	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention	h-APC EMR hybrid study	September 1, 2019	December 31, 2021	July 1, 2022	July 11, 2019		July 29, 2019			https://ClinicalTrials.gov/show/NCT04015765
663	NCT02755467	Clinical Evaluation of the Treatment of Spider Angioma		Completed	No Results Available	Spider Angioma	Device: KTP laser	The investigator will perform a baseline assessment of the spider angiomas and compare the degree of improvement for each treated lesion at 4 weeks post-final treatment using the Physician's Global Assessment scale.|At 4 weeks post-final treatment, subjects will be asked to rate their level of satisfaction with the laser treatment outcome and the overall laser treatment procedure, using the Subject Satisfaction Assessment Scale.	Cutera Inc.	All	5 Years to 65 Years   (Child, Adult, Older Adult)	Not Applicable	21	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	C-16-EV08	May 26, 2016	January 13, 2017	April 4, 2017	April 29, 2016		September 14, 2017	DuPage Medical Group, Naperville, Illinois, United States		https://ClinicalTrials.gov/show/NCT02755467
664	NCT02654418	Safety Study of SIC 8000 in Subjects Undergoing Endoscopic Mucosal Resection (EMR) of Colonic Lesions Equal to or Larger Than 2 cm		Completed	No Results Available	Adenomas	Procedure: Endoscopic Mucosal Resection of large colon polyps (greater than or equal to 20 mm in size)	Sydney Resection Quotient (size of polyp in mm divided by number of resection pieces).|Proportion of subjects with en bloc resection of all endoscopically visible lesion|Effectiveness compared to the reference comparator in terms of injected volume to provide initial polyp lift|Injected volume required to complete the procedure|Number of re-injections required to complete the procedure|Number of resection pieces|Ease of use rated on 5-point scale|Time to resect the lesion completely|Number of single session complete removal of lesions|Need for additional treatment modalities (eg coagulation, ablation, avulsion)|Pathology negative report for lateral and/or deep margins|Number of deep resections containing muscularis propria|Histologically positive or negative Free margin confirmed in en-bloc resections|Recurrent or residual neoplasia confirmed by repeat standard endoscopy and biopsy (if applicable) at the follow up visit	Cosmo Technologies Ltd	All	18 Years and older   (Adult, Older Adult)	Not Applicable	226	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment	CB-17-04/01	February 2016	May 2017	July 2017	January 13, 2016		September 5, 2017	Mayo Clinic, Jacksonville, Florida, United States|Indiana University Hospital, Indianapolis, Indiana, United States|Kansas City VA Hospital, Kansas City, Missouri, United States|Humanitas Research Hospital & Humanitas University, Milan, Italy|Queen Alexandra Hospital, Portsmouth, United Kingdom		https://ClinicalTrials.gov/show/NCT02654418
665	NCT03861221	The Technical Operations And Standard Clinical Application Protocol of CBBCT in Diagnostic Process of Breast Cancer	CBBCT	Recruiting	No Results Available	The Clinical Application Guide of Conebeam Breast CT	Device: CBBCT	Standardize the routine scanning and application criteria of CBBCT.|Summarize the breast anatomic features and lesions' characteristics on CBBCT.	Tianjin Medical University Cancer Institute and Hospital|Sun Yat-sen University|Chinese PLA General Hospital|The First Affiliated Hospital of Zhengzhou University|Guangxi Medical University|Koning Corporation	Female	35 Years and older   (Adult, Older Adult)	Not Applicable	800	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic	CBBCT2018CIH	January 1, 2018	June 30, 2019	December 31, 2019	March 4, 2019		March 4, 2019	Tianjin Medical University Cancer Institute And Hospital, Tianjin, Tianjin, China		https://ClinicalTrials.gov/show/NCT03861221
666	NCT02759900	Using a Cold Atmospheric Plasma Device to Treat Skin Disorders		Recruiting	No Results Available	Actinic Keratosis|Acne|Verruca Plana|Tinea	Device: Non-thermal, atmospheric plasma	Clinical improvement	The Skin Center Dermatology Group	All	18 Years and older   (Adult, Older Adult)	Not Applicable	80	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	20130084	January 2016	March 2022	January 2023	May 3, 2016		April 9, 2019	The Skin Center Dermatology Group, New City, New York, United States		https://ClinicalTrials.gov/show/NCT02759900
667	NCT03420846	Efficiency of Presurgical Basal Cell Carcinoma Margin Mapping		Recruiting	No Results Available	Carcinoma, Basal Cell	Other: OCT Mapped	Average number of Mohs stages|Size of the surgical defect|Average time taken to perform OCT margin mapping	Michelson Diagnostics Ltd.|Skin Care Network Ltd.	All	18 Years and older   (Adult, Older Adult)	Not Applicable	200	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	1202	July 1, 2018	April 2020	July 2020	February 2, 2018		September 5, 2018	SkinCare Network, London, United Kingdom	"Informed Consent Form", https://ClinicalTrials.gov/ProvidedDocs/46/NCT03420846/ICF_000.pdf|"Study Protocol", https://ClinicalTrials.gov/ProvidedDocs/46/NCT03420846/Prot_001.pdf	https://ClinicalTrials.gov/show/NCT03420846
668	NCT03000361	Motorized Spiral Colonoscopy Trial: A First Feasibility Trial	MSCT	Completed	No Results Available	Colonoscopy|Safety Issues|Adenoma	Procedure: Motorized Spiral Colonoscopy	Cecal intubation rate|Ileum intubation rate|Procedure time|rate of need for external compression|adenoma detection rate|success rate for removal of polyps|amount of propofol needed for sedation|maximum level of sedation during procedure|patient satisfaction score|adverse event rate|maximum pain during procedure	Evangelisches Krankenhaus Düsseldorf|Olympus	All	18 Years and older   (Adult, Older Adult)	Not Applicable	30	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	MSCT	December 2016	February 1, 2017	February 1, 2017	December 22, 2016		August 1, 2017	Evangelisches Krankenhaus, Dusseldorf, Germany		https://ClinicalTrials.gov/show/NCT03000361
669	NCT03427177	Mychoice: Testing an Interactive mHealth Tool		Recruiting	No Results Available	Conflict|Decisional Conflict	Behavioral: mychoice	Perceived Efficacy in Patient-Physician Interactions (PEPPI) Self-Efficacy Scale- Change from baseline to post-test and one month follow-up|Preparation for Decision Making (PrepDM) Scale|Ottawa Decisional Conflict- Measure Change from baseline to post-test and one month follow-up|Shared Decision Making (SDM Q-9) Scale|CollaboRATE Perceived Shared Decision Making Scale|Satisfaction with Decision Scale|Experience with Clinical Trial Discussions Scale|Satisfaction with Patient Materials Scale- Change from baseline to post-test and one month follow-up|Ottawa Clinical Trial Intention Scale- Measuring change from baseline to one month follow-up|Knowledge of Clinical Trials Scale- Measuring change from baseline to follow-up|Patient Self-Advocacy (PSAS) Scale|Decision Engagement (DES-10) Patient Activation Scale- Change from baseline to post-test and one month follow-up|Clinical Trial Perceptions Measure- Change from baseline to post-test and one month follow-up|Single Item Literacy (SILS) Health Literacy Screener Scale|HINTS Technology Use Scale|Cancer and Clinical Trial Experience Scale	Fox Chase Cancer Center|Merck Sharp & Dohme Corp.|University of Pennsylvania|Temple University	All	18 Years and older   (Adult, Older Adult)	Not Applicable	270	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Health Services Research	17-014304	June 25, 2018	July 31, 2019	August 30, 2019	February 9, 2018		March 13, 2019	University of Pennsylvania, Philadelphia, Pennsylvania, United States|Fox Chase Cancer Center, Philadelphia, Pennsylvania, United States|Temple University, Philadelphia, Pennsylvania, United States|Temple University Health System, Philadelphia, Pennsylvania, United States		https://ClinicalTrials.gov/show/NCT03427177
670	NCT00283621	Aranesp and Neulasta in Patients With Sarcoma Receiving Adriamycin and Ifosfamide		Completed	No Results Available	Sarcoma	Drug: Aranesp (darbepoetin alfa)|Drug: Neulasta (pegfilgrastim)|Drug: Adriamycin|Drug: Ifosfamide	CBC diff/platelet counts|Iron Stores|Peripheral blood and bone marrows|Neurocognitive functions and Symptom burden assessment	M.D. Anderson Cancer Center|Amgen	All	18 Years to 65 Years   (Adult, Older Adult)	Not Applicable	51	Other|Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention	ID02-326	June 2, 2003	April 12, 2006	April 12, 2006	January 30, 2006		November 7, 2018	UT MDAnderson Cancer Center, Houston, Texas, United States		https://ClinicalTrials.gov/show/NCT00283621
671	NCT00700531	European Trial of Free Light Chain Removal by Extended Haemodialysis in Cast Nephropathy	EuLITE	Completed	No Results Available	Multiple Myeloma|Cast Nephropathy|Kidney Failure	Device: FLC removal HD (Gambro HCO 1100)|Procedure: Standard dialysis on a high flux ployflux dialyser	Independence of haemodialysis at 3 months from enrollment (eGFR > 15mls/min/1.73m2 at 2 weeks after last dialysis session)|Efficiency of extended HD with respect to reduced sFLC concentrations; duration of HD before renal recovery; multiple myeloma response to chemotherapy and suitability for stem cell transplantation; mortality over 24 months observation period	University Hospital Birmingham|Gambro Renal Products, Inc.|Ortho Biotech, Inc.	All	18 Years and older   (Adult, Older Adult)	Not Applicable	90	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	EudraCT 2007-003968-22|ISRCTN45967602	June 2008	January 2014	October 2015	June 18, 2008		October 5, 2016	University Hospital Birmingham, Birmingham, West Midlands, United Kingdom		https://ClinicalTrials.gov/show/NCT00700531
672	NCT02011802	Sorbact TM: Effect of a Microbial Binding Dressing on Wound Healing After Pilonidal Sinus Excision	SORKYSA	Completed	No Results Available	Sinus Pilonidal	Device: Algosteril TM|Device: Sorbact TM	Percentage of wounds healed|Total surface area measure of non-healed wounds|VAS pain|analgesic use|antibiotics use|number of dressings used	University Hospital, Strasbourg, France|INRESA Pharma	All	18 Years and older   (Adult, Older Adult)	Not Applicable	251	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	5568	December 2013	September 1, 2017	September 1, 2017	December 13, 2013		November 9, 2017	Service de Chirurgie Digestive-Hôpital Pasteur-39 av de la Liberté, Colmar, France|Service de Chirurgie Digestive-Centre Hospitalier de Mulhouse- 20 av du Dr René Laennec, Mulhouse, France|Service de Chirurgie Générale Viscérale et Digestive-Centre Hospitalier de Saverne-19 Côte de Saverne, Saverne, France|Service de Chirurgie Digestive - Hôpital de Hautepierre- Hôpitaux Universitaires de Strasbourg - France, Strasbourg, France		https://ClinicalTrials.gov/show/NCT02011802
673	NCT00683631	TheraSphere HUD For Treatment of Unresectable Hepatocellular Carcinoma (HCC)	TheraSphere	Completed	No Results Available	Hepatocellular Carcinoma	Radiation: TheraSphere HUD	Tumor Response after treatment|Incidence of toxicities / Adverse Events|Evaluate survival time|Determine proportion of patients with HCC that can be treated with Therasphere	University of Louisville|MDS Pharma Services	All	18 Years and older   (Adult, Older Adult)	Not Applicable	150	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	TheraSphere - 421.03	January 2004	July 2012	July 2012	May 23, 2008		October 21, 2013	University of Louisville Hospital / Norton Hospital, Louisville, Kentucky, United States		https://ClinicalTrials.gov/show/NCT00683631
674	NCT02356081	eSMART Trial to Evaluate ASyMS		Recruiting	No Results Available	Cancer	Other: ASyMS intervention Group	Memorial Symptom Assessment Scale (MSAS)	Louise McKean|University College Dublin|King's College London|University of California, San Francisco|University of Athens|Medical University of Vienna|University of Dundee|European Cancer Patient Coalition (ECPC)|Docobo Ltd.|University of Surrey|Sykehuset Innlandet HF|University of Strathclyde	All	18 Years and older   (Adult, Older Adult)	Not Applicable	1108	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other	CRC331	February 2015	January 2019	January 2019	February 5, 2015		November 13, 2017	Medical University Vienna Comprehensive Cancer Center, Vienna, Austria|Agioi Anargiri Cancer Hospital, Athens, Greece|Air Force General Hospital, Athens, Greece|Metropolitan Hospital, Athens, Greece|St James's Hospital, Dublin, Ireland|St Vincent's Healthcare Group, Dublin, Ireland|University Hospital Waterford, Waterford, Ireland|Innlandet Hospital Trust, Lillehammer, Norway|Royal Surrey County Hospital, Guildford, United Kingdom|Guy's and St Thomas' NHS Foundation Trust, London, United Kingdom|St George's Healthcare Trust, London, United Kingdom|University College London, London, United Kingdom|Mount Vernon Cancer Centre, Northwood, United Kingdom		https://ClinicalTrials.gov/show/NCT02356081
675	NCT03353077	Alpha Radiation Emitters Device for the Treatment of Squamous Cell Carcinoma (DaRT)		Recruiting	No Results Available	Skin Squamous Cell Carcinoma	Device: Radiation: Diffusing Alpha Radiation Emitters Therapy (DaRT)	Adverse Events|Reduction in Tumor size|Percent of NecroticTissue	Alpha Tau Medical LTD.	All	18 Years and older   (Adult, Older Adult)	Not Applicable	35	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CTP-SCC-000	November 21, 2017	April 2020	June 2020	November 27, 2017		June 27, 2019	Policlinico Umberto I Hospital Sapienza Rome University, Rome, Lazio, Italy|Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori (I.R.S.T.), Meldola, Italy		https://ClinicalTrials.gov/show/NCT03353077
676	NCT03497936	Marketability of a Technology-based Intervention to Increase HPV Vaccination		Recruiting	No Results Available	Human Papilloma Virus	Behavioral: Women's Stories	HPV Vaccination	Real Prevention, LLC|University of California, Irvine	Female	18 Years to 26 Years   (Adult)	Not Applicable	360	Industry|Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention	R44DP006291	May 1, 2018	May 31, 2020	August 30, 2020	April 13, 2018		April 30, 2019	University of California, Irvine, Irvine, California, United States|Planned Parenthood of Illinois, Chicago, Illinois, United States|Planned Parenthood of the St. Louis Region and Southwest Missouri, Saint Louis, Missouri, United States|REAL Prevention LLC, Clifton, New Jersey, United States|Public Health Management Corporation, Philadelphia, Pennsylvania, United States|Planned Parenthood of Southeastern Pennsylvania, Philadelphia, Pennsylvania, United States|St. Andrew Development, York, Pennsylvania, United States		https://ClinicalTrials.gov/show/NCT03497936
677	NCT02528266	Surgical Treatment of Symptomatic Neuroma "Stop Neuroma"		Completed	No Results Available	Neuroma	Device: Nerve Capping Device	Safety data (Serious adverse events )|Effectiveness (VAS score)|Effectiveness (QuickDASH score)|Effectiveness (Quantity and class of pain medication used)|Safety (Rate of serious adverse device effects)|Effectiveness (DN4 score)|Effectiveness (Elliot score)|Rate of recurrence of symptomatic neuroma	Polyganics BV	All	18 Years and older   (Adult, Older Adult)	Not Applicable	10	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	034A01_CIP	January 2016	March 30, 2018	March 30, 2018	August 19, 2015		June 13, 2018	Strasbourg University Hospitals, Strasbourg, France|Haga Hospital, Den Haag, Netherlands|Albert Schweitzer Hospital, Dordrecht, Netherlands|UMCG, Groningen, Netherlands|Martini Hospital Groningen, Groningen, Netherlands|MC Groep, Lelystad, Netherlands|MUMC, Maastricht, Netherlands		https://ClinicalTrials.gov/show/NCT02528266
678	NCT01988948	Dynamics of Human PApilloma Virus Interactions; Internet-based Students HeAlth Research Enterprise	DyPAVIR	Completed	No Results Available	Infection by Human Papilloma Virus	Other: Various biological sampling	Proportion of HPV detection at inclusion (all HPV genotypes)|Incidence of oncogenic HPV genotypes, co-infection with different HPV genotypes	Institut Pasteur|Université de Versailles Saint-Quentin-en-Yvelines|centre national de référence pour les Papillomavirus Humains|German Cancer Research Center	All	18 Years to 20 Years   (Adult)	Not Applicable	49	Industry|Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science	2011-42|2012-A00814-39	October 2013	June 2016	June 2016	November 20, 2013		August 31, 2016	Service Universitaire de Médecine Préventive et de Promotion de la Santé (SUMPPS), Versailles, France		https://ClinicalTrials.gov/show/NCT01988948
679	NCT03892980	Da Vinci Xi NSM IDE Study		Not yet recruiting	No Results Available	Nipple Sparing Mastectomy	Device: Nipple-Sparing Mastectomy	Primary Effectiveness as measured by incidence of conversion to open surgery|Primary Safety: complication rates	Intuitive Surgical	Female	18 Years to 80 Years   (Adult, Older Adult)	Not Applicable	71	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	ISI dV Xi-NSM	June 2019	July 2020	September 2020	March 27, 2019		March 27, 2019			https://ClinicalTrials.gov/show/NCT03892980
680	NCT02159898	EndoMAXX Endoluminal Valve Technology (EVT) Compared to EndoMAXX		Completed	Has Results	Malignant Esophageal Strictures	Device: EndoMAXX Endoluminal Valve Technology (EVT)|Device: EndoMAXX	Mellow and Pinkas Dysphagia Score at Baseline and 2 Weeks Following the Treatment|GERD-HRQL	Merit Medical Systems, Inc.|Geisinger Clinic|Medical College of Wisconsin|Indiana University|University of Colorado, Denver|Mayo Clinic|Weill Medical College of Cornell University|University of Florida	All	18 Years and older   (Adult, Older Adult)	Not Applicable	60	Industry|Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	ESO-P3-12-02	January 2015	October 2016	December 2016	June 10, 2014	June 7, 2018	June 7, 2018	University of Colorado Denver, Aurora, Colorado, United States|University of Florida, Gainesville, Florida, United States|Indiana University, Indianapolis, Indiana, United States|Mayo Clinic, Rochester, Minnesota, United States|Weill Cornell Medical College, New York, New York, United States|Geisinger Medical Center, Danville, Pennsylvania, United States|Medical College of Wisconsin, Milwaukee, Wisconsin, United States		https://ClinicalTrials.gov/show/NCT02159898
