Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
11	NCT03035032	A Study of ELIGARD® in Hormone-dependent Prostate Cancer Patients		Active, not recruiting	No Results Available	Prostate Cancer	Drug: Leuprolide	Incidence of drug-related adverse events|Percentage of participants with testosterone < 20 ng/dL|Percentage of participants with testosterone 20-50 ng/dL|Percentage of participants with testosterone > 50 ng/dL|Time to Prostate Specific Antigen (PSA) progression|Change from baseline in quality of life assessed by EORTC QLQ-PR25|Change from baseline in quality of life assessed by EQ5D-5L	Astellas Pharma Singapore Pte. Ltd.|Astellas Pharma Inc	Male	18 Years and older   (Adult, Older Adult)	Phase 4	107	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	7015-MA-3072	June 23, 2017	November 2019	November 2019	January 27, 2017		March 21, 2019	Site HK01001, Hong Kong, Hong Kong|Site HK01002, Hong Kong, Hong Kong|Site ID02001, Jakarta, DKI Jakarta, Indonesia|Site MY03002, Batu Caves, Selangor, Malaysia|Site MY03001, Kuala Lumpur, Malaysia|Site PH04001, Makati City, Metro Manila, Philippines|Site PH04003, Manila, Metro Manila, Philippines|Site PH04002, San Juan, Metro Manila, Philippines|Site SG05001, Singapore, Singapore|Site SG05002, Singapore, Singapore|Site SG05003, Singapore, Singapore|Site TW06001, Taichung, Taiwan|Site TW06002, Taichung, Taiwan|Site TW06003, Taipei, Taiwan|Site TH07001, Muang, Chiang Mai, Thailand|Site TH07004, Hat Yai, Songkhla, Thailand|Site TH07003, Bangkok, Thailand|Site VN08001, Ho Chi Minh City, Vietnam|Site VN08002, Ho Chi Minh City, Vietnam		https://ClinicalTrials.gov/show/NCT03035032
12	NCT00014638	Letrozole in Treating Postmenopausal Women With Metastatic Breast Cancer		Completed	No Results Available	Breast Cancer	Drug: letrozole		Novartis	Female	18 Years and older   (Adult, Older Adult)	Phase 4		Industry	Interventional	Primary Purpose: Treatment	CDR0000068583|NOVARTIS-CFEM345A-US10	January 2001	March 2002	March 2002	November 13, 2003		February 21, 2013	Alta Bates Comprehensive Cancer Center, Berkeley, California, United States|Long Beach Memorial Breast Center, Long Beach, California, United States|Cancer Research Network, Inc., Hollywood, Florida, United States|Oncology-Hematology Group of South Florida, Miami, Florida, United States|Pharm Research, Pinecrest, Florida, United States|Cancer Research Network Inc., Plantation, Florida, United States|Good Samaritan Medical Center, West Palm Beach, Florida, United States|Illinois Oncology, Ltd., Belleville, Illinois, United States|Joliet Oncology/Hematology Associates, Ltd., Joliet, Illinois, United States|Memorial Medical Center, Springfield, Illinois, United States|Carle Cancer Center, Urbana, Illinois, United States|Southwest Oncology Association, Lafayette, Louisiana, United States|New Mexico Oncology-Hematology, Albuquerque, New Mexico, United States|Albert Einstein Comprehensive Cancer Center, Bronx, New York, United States|Oncology Partnership Network, Cincinnati, Ohio, United States|Memphis Cancer Center, Memphis, Tennessee, United States|Dial Research Associates, Inc., Nashville, Tennessee, United States|Center for Oncology Research and Treatment, Medical City Hospital, Dallas, Texas, United States|Intermountain Hematology/Oncology Associates, Inc., Salt Lake City, Utah, United States|Cascade Cancer Center, Kirkland, Washington, United States		https://ClinicalTrials.gov/show/NCT00014638
13	NCT00237224	Open Label Study of Postmenopausal Women With ER and /or PgR Positive Breast Cancer Treated With Letrozole		Completed	No Results Available	Breast Cancer	Drug: Letrozole	Identify Eg and/or Pg receptors in breast cancer patients in adjuvant treatment with tamoxifen for 4-5 years|Identify the number of patients in adjuvant treatment with tamoxifen within 4-5 years or close to end this treatment time|Determine the relation of positive Eg / Pg receptors vs negative (unknown) Eg / Pg receptors and the only selection criteria for the adjuvant treatment with tamoxifen is postmenopause status	Novartis Pharmaceuticals|Novartis	Female	45 Years to 80 Years   (Adult, Older Adult)	Phase 4	40	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CFEM345EMX01	February 2003	February 2007		October 12, 2005		November 19, 2009	Novartis Investigative Site, Guadalajara, Zacatecas, México DF, Mexico		https://ClinicalTrials.gov/show/NCT00237224
14	NCT03564938	Regorafenib in Indian Patients With Metastatic Colorectal Cancer (mCRC).		Recruiting	No Results Available	Colorectal Neoplasms	Drug: Regorafenib (Stivarga, BAY73-4506)	Number of Adverse Events|Changes in Eastern Cooperative Oncology Group Performance Status (ECOG PS)|Abnormal laboratory changes with clinical significance|Changes in vital signs|Disease control rate (DCR) defined as proportion of patients achieving complete response (CR), partial response (PR), or SD (stable disease) per Response Evaluation Criteria in Solid Tumors (RECIST) v. 1.1|Overall response rate (ORR) defined as proportion of patients achieving CR, and PR per RECIST v.1.1|Progression free survival (PFS)|Overall survival (OS)	Bayer	All	18 Years and older   (Adult, Older Adult)	Phase 4	100	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	19214	July 30, 2018	May 20, 2021	May 20, 2021	June 21, 2018		August 6, 2019	HCG-City Cancer Centre, Vijayawada, Andhra Pradesh, India|BLK Super Speciality Hospital, New Delhi, Delhi, India|Sir Ganga Ram Hospital, New-Delhi, Delhi, India|The Gujarat Cancer & Research Institute, Ahmedabad, Gujarat, India|Manipal Hospital, Bangalore, Karnataka, India|Healthcare Global Enterprises Ltd, Bangalore, Karnataka, India|Tata Memorial Hospital, Mumbai, Maharashtra, India|Fortis Hospital, West-Mumbai, Maharashtra, India|Apollo Speciality Hospitals, Madurai, Tamil N?du, India|IPGME & R / SSKM Hospital, Kolkata, West Bengal, India|Health Point Hospital, Kolkata, West Bengal, India|Indraprastha Apollo Hospital, New Delhi, India		https://ClinicalTrials.gov/show/NCT03564938
15	NCT02034708	Efficacy Evaluation of Dotarem®-Enhanced MRI Compared to Gadovist®/Gadavist®-Enhanced MRI in the Diagnosis of Brain Tumors	REMIND	Completed	Has Results	Primary Brain Tumor	Drug: Dotarem®|Drug: Gadovist®/Gadavist®	Percentage of Patients With Overall Lesion Visualization and Characterization Scored as Good or Excellent	Guerbet	All	18 Years and older   (Adult, Older Adult)	Phase 4	279	Industry	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Diagnostic	DGD-44-058	June 2014	September 2015	September 2015	January 13, 2014	October 25, 2016	December 30, 2016	University of Alabama at Birmingham, Birmingham, Alabama, United States|University of Arizona Medical Center, Tucson, Arizona, United States|Cedars-Sinai Medical Center, Los Angeles, California, United States|Yale University School Of Medicine, New Haven, Connecticut, United States|Infinity Clinical Research, LLC, Hollywood, Florida, United States|University of Michigan Health System, Ann Arbor, Michigan, United States|Quest Research Institute, Farmington Hills, Michigan, United States|Spectrum Health, Grand Rapids, Michigan, United States|Washington University, St. Louis, Missouri, United States|Winthrop University Hospital Clinical Trials Center, Mineola, New York, United States|Temple University Hospital, Philadelphia, Pennsylvania, United States|MUSC (Medical University of South Carolina), Charleston, South Carolina, United States|UVM MRI Center for Biomedical Imaging, Burlington, Vermont, United States|University of Washington Medical Center, Seattle, Washington, United States|Fundacion Abood Shaio, Bogota, Colombia|Fundacion Cardioinfantil Instituto de Cardiologia, Bogota, Colombia|Instituto Nacional de Cancerologia, Bogota, Colombia|Centro Medico Imbanaco, Cali, Colombia|Fundacion Instituto de Alta Tecnologia Medica de Antioquia IATM, Medellin, Colombia|Hospital Pablo Tobon Uribe, Medellin, Colombia|Chungbuk National University, Cheongju-si, Chungcheongbuk-do, Korea, Republic of|Chonbuk national Univ Hosp, Jeonju-si, Jeollabuk-do, Korea, Republic of|Seoul St.Mary Hospital, Seoul, Seocho-gu, Korea, Republic of|Asan medical center, Seoul, Songpa-Gu, Korea, Republic of|Ajou University Hospital, Suwon, Korea, Republic of|Morales Vargas Centro de Investigación S.C., Leon, Guanajuato, Mexico|Centro Neurologico ABC, Mexico, Mexico Distrito Federal, Mexico|Hospital Universitario Dr. Jose Eleuterio Gonzalez, Monterrey, Nuevo Leon, Mexico|Winsett Rethman S.A. de C.V., Monterrey, Nuevo León, Mexico|Hospital CIMA, Chihuahua, Mexico|Centro Regiomontano de Investigacion S.C., Monterrey, Mexico|Clinical Research Institute S.C., Tlanepantla, Mexico		https://ClinicalTrials.gov/show/NCT02034708
16	NCT03583944	A Study to Evaluate Safety, Tolerability and Efficacy of Eribulin Mesylate in Treating Adult Females With Locally Advanced or Metastatic Breast Cancer		Active, not recruiting	No Results Available	Breast Neoplasms	Drug: Eribulin Mesylate	Number of Participants Reporting one or More Treatment-emergent Adverse Events (TEAEs) and Serious Adverse Events (SAEs)|Number of Participants with TEAEs Related to Laboratory Parameters|Objective Tumor Response|Objective Response Rate (ORR)	Eisai Inc.	Female	18 Years and older   (Adult, Older Adult)	Phase 4	200	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	E7389-M065-401	March 28, 2018	August 2019	November 2019	July 12, 2018		March 11, 2019	Sir Ganga Ram Hospital, New Delhi, Delhi, India|HEMATO-ONCOLOGY CLINIC Vedanta Institute of Medical Sciences, Ahmedabad, Gujarat, India|HealthCare Global Enterprises Ltd, Bangalore, Karnataka, India|Srinivasam Cancer Care Multispecialty Hospitals India Pvt Ltd, Bangalore, Karnataka, India|KR Hospital Mysore Medical College, Mysore, Karnataka, India|Tata Memorial Hospital Department of Oncology, Mumbai, Maharashtra, India|HCG NCHRI Cancer Centre, Nagpur, Maharashtra, India|Lokmanya Hospital, Pune, Maharashtra, India|All India Institute of Medical Sciences, Bhubaneswar, Orissa, India|Deep Hospital, Ludhiana, Punjab, India|Sawai Man Singh Hospital, Jaipur, Rajasthan, India|MNJ Institute of Oncology and Regional Cancer Centre, Hyderabad, Telangana, India|J.K.Cancer Institute, Kanpur, Uttar Pradesh, India|King George's Medical University,(Erstwhile Chhatrapati Shahuji Maharaj Medical University), Lucknow, Uttar Pradesh, India|Ajanta Research Centre, Ajanta Hospital & IVF Centre, Lucknow, Uttar Pradesh, India|Nilratan Sircar Medical College and Hospital, Kolkata, West Bengal, India|Netaji Subhash Chandra Bose Cancer Institute, Kolkata, West Bengal, India|IPGME&R S.S.K.M Hospital, Kolkata, West Bengal, India		https://ClinicalTrials.gov/show/NCT03583944
17	NCT01719757	PROspective Non-interventional Open laBEl Trial for TARGIN in Korean Patients With Cancer Pain	PROBE	Completed	Has Results	Cancer	Drug: Oxycodone/Naloxone	Change in Numeric Rating Scales (NRS) Score|Change of Eastern Cooperative Oncology Group(ECOG) Performance Status|Change of Constipation Assessment From Baseline to Visit 2(End Visit)|Overall Satisfaction Assessment About Efficacy and Tolerability of Oxycodone/Naloxone by the Investigator and Subject	Mundipharma Korea Ltd	All	20 Years and older   (Adult, Older Adult)	Phase 4	359	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	OXN11-KR-404	July 2012	October 2013	April 2014	November 1, 2012	August 19, 2016	August 19, 2016	13 sites including Yeungnam University Medical Center, Daegu, Korea, Republic of		https://ClinicalTrials.gov/show/NCT01719757
18	NCT01511874	Efficacy and Safety Study of ELIGARD 22.5mg With Prostate Cancer		Completed	No Results Available	Prostate Cancer	Drug: ELIGARD 22.5mg	Ratio of subjects whose blood testosterone concentration is maintained below 50ng/dl at 4 weeks after injection of ELIGARD 22.5mg|Ratio of subjects whose blood testosterone concentration is maintained below 50ng/dL until 24weeks|Ratio of subjects whose blood testosterone concentration exceed 50ng/dL until 24weeks|Change in self assessment scale grade|Ratio of subjects whose blood testosterone concentration is below 20ng/dL at 4weeks and 24weeks|Change in ECOG performance status|Change in blood prostate-specific antigen|Change in QoL_EPIC grade|Change in penile length|Change in testicular volume	HanAll BioPharma Co., Ltd.	Male	20 Years and older   (Adult, Older Adult)	Phase 4	42	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	fr-HE530-01	January 2011	May 2013	December 2013	January 19, 2012		September 23, 2015	Department of Urology,Yonsei University,College of Medicine, Gangnam Severance Hospital, Seoul, Korea, Republic of		https://ClinicalTrials.gov/show/NCT01511874
19	NCT03573960	A Study to Evaluate the Safety and Efficacy of Lenvatinib in Participants With Refractory Differentiated Thyroid Cancer		Recruiting	No Results Available	Thyroid Neoplasms	Drug: Lenvatinib	Percentage of Participants with Grade 3 or Higher Treatment-emergent Adverse Events (TEAEs)|Number of Dose Reductions|Time to First Dose Reduction|Objective Response Rate (ORR)|Progression-free Survival (PFS)|Percentage of Participants with Greater Than or Equal to (>=) Grade 2 Other TEAEs	Eisai Inc.	All	18 Years and older   (Adult, Older Adult)	Phase 4	50	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	E7080-M091-507	May 10, 2018	February 1, 2020	August 1, 2020	June 29, 2018		May 20, 2019	City Cancer Centre, Vijayawada, Andhra Pradesh, India|All India Institute of Medical Sciences, New Delhi, Delhi, India|Indraprastha Apollo Hospital, New Delhi, Delhi, India|Shetty's Hospital, Bangalore, Karnataka, India|Deenanath Mangeshkar Hospital, Pune, Maharashtra, India|All India Institute of Medical Sciences, Bhubaneshwar, Odisa, India|S. P. Medical College & A. G. Hospitals, Bīkaner, Rajasthan, India|BL Kapoor Hospital, New Delhi, New Delhi, India|Indrayani Hospital, Alandi, Pune, India		https://ClinicalTrials.gov/show/NCT03573960
20	NCT03511378	Assessment of the Immunogenicity of Peg-filgrastim Versus Neulasta® as an Adjunct to Chemotherapy in Patients With Breast Cancer		Recruiting	No Results Available	Breast Cancer	Drug: Lupin's Pegfilgrastim|Drug: Neulasta®	Primary Immunogenicity Endpoint: Cumulative Incidence of anti-pegfilgrastim antibodies (binding & neutralizing) at the end of cycle 4 (Day 84)|Secondary Immunogenicity endpoint: Incidence of anti-pegfilgrastim antibodies (binding & neutralizing) on Day 10, Day 21, Day 42, Day 63 and Day 84.|Secondary Immunogenicity endpoint: Cumulative Incidence of anti-peg antibodies (binding & neutralizing) at the end of cycle 4 (Day 84).|Secondary Immunogenicity Endpoint: Incidence of anti-peg antibodies (binding & neutralizing) on Day 10, Day 21, Day 42, Day 63 and Day 84.|Secondary Safety Endpoint: Incidence of AEs over time to end of study|Secondary Safety Endpoint, Respiratory rate : Number of patients with clinically meaningful changes from baseline in vital signs over the time.|Secondary Safety Endpoint, Body Temperature: Number of patients with clinically meaningful changes from baseline in vital signs over the time.|Secondary Safety Endpoint, Pulse rate: Number of patients with clinically meaningful changes from baseline in vital signs over the time.|Secondary Safety Endpoint, Blood pressure: Number of patients with clinically meaningful changes from baseline in vital signs over the time.|Secondary Safety Endpoint: Number of patients with abnormal clinically significant physical examination findings over the period.|Secondary Safety Endpoint, hematology: Number of patients with clinically meaningful abnormal clinical laboratory findings over the time.|Secondary Safety Endpoint, blood biochemistry: Number of patients with clinically meaningful abnormal clinical laboratory findings over the time.|Secondary Safety Endpoint, urinanalysis: Number of patients with clinically meaningful abnormal clinical laboratory findings over the time.	Lupin Ltd.	Female	18 Years and older   (Adult, Older Adult)	Phase 4	150	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	LRP/PegGCSF/2016/004	March 6, 2018	March 6, 2019	March 6, 2019	April 27, 2018		April 30, 2018	Apple Hospital, Sūrat, Gujarat, India		https://ClinicalTrials.gov/show/NCT03511378
21	NCT00323479	Arthralgia During Anastrozole Therapy for Breast Cancer		Completed	Has Results	Early Breast Cancer	Drug: Anastrozole	Number of Participants With New Events of Arthralgia|Functional Index of Cochin at 12 Months in Patients Under Anastrozole.|Serum Collagen Degradation Type I - CTX-I at 12 Months in Patients Under Anastrozole|Kellgren and Lawrence Score at 12 Months in Patients Under Anastrozole|Synovial Membrane Thickness at 12 Months in Patients Under Anastrozole|Percentage of Participant With Therapeutic Maintenance Under Anastrozole	AstraZeneca	Female	18 Years and older   (Adult, Older Adult)	Phase 4	114	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	D5392L00013|2005-00-5441-19 EUDRACT number	June 2006	January 2009	January 2009	May 9, 2006	April 6, 2012	April 6, 2012	Research Site, Bordeaux, France|Research Site, Caen, France|Research Site, Lyon, France|Research Site, Paris, France|Research Site, Poitiers, France		https://ClinicalTrials.gov/show/NCT00323479
22	NCT02660229	An Interventional Study for Patient With Cancer Pain to Evaluate the Efficacy and Safety of OxyNorm® Compared to Morphine Sulfate Through the IV Continuous Infusion.	SWITCH	Completed	Has Results	Cancer Pain	Drug: Oxycodone Hydrochloride|Drug: Morphine Sulphate	Change in the Mean Pain Score(NRS) From Baseline(Day 0) to Day 5.|Total Dose of IV(IV Infusion+Bolus Injection) Study Drug Administered During the Treatment Duration|Patient's Overall Satisfaction With Each Continuous Infusion on Day 5 After Randomization|Investigator's Overall Satisfaction With IV Infusion on 5 Days After Randomization	Mundipharma Korea Ltd	All	19 Years and older   (Adult, Older Adult)	Phase 4	66	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care	OXI15-KR-401	November 2015	July 2016	July 2016	January 21, 2016	November 19, 2018	November 19, 2018	Seoul St. Mary's Hospital, The Catholic University of Korea, Seoul, Korea, Republic of		https://ClinicalTrials.gov/show/NCT02660229
