NCT01253213	BR55
NCT02073123	Indoximod
NCT02073123	Ipilimumab
NCT02073123	Nivolumab
NCT02073123	Pembrolizumab
NCT02532257	Lenalidomide
NCT02532257	Rituximab
NCT02532257	Ibrutinib
NCT02518555	Diphtheria
NCT02518555	Toxoid/Tetanus
NCT02518555	Toxoid/Acellular
NCT02518555	Pertussis
NCT02518555	Vaccine
NCT02518555	Adsorbed
NCT02518555	Ibrutinib
NCT02518555	Pneumococcal
NCT02518555	13-valent
NCT02518555	Vaccine
NCT02518555	Trivalent
NCT02518555	Influenza
NCT02518555	Vaccine
NCT02481297	Lirilumab
NCT02481297	Rituximab
NCT03782415	MN-166
NCT03782415	Temozolomide
NCT03744026	Carboplatin
NCT02412267	O-ICE
NCT02412267	Ifosfamide
NCT02412267	Carboplatin
NCT02412267	Etoposide
NCT02362997	Pembrolizumab
NCT03619239	GX-I7
NCT02340780	Buparlisib
NCT03291080	13-Cis
NCT03291080	Retinoic
NCT01781572	LEE011
NCT01781572	MEK162
NCT01261312	SGI-110
NCT02750891	DSP-7888
NCT03491683	INO-5401
NCT03491683	INO-9012
NCT03491683	Cemiplimab
NCT03491683	Temozolomide
NCT00420888	ABR-217620/naptumomab
NCT00420888	estafenatox
NCT00420888	IFN-alpha
NCT01740297	Talimogene
NCT01740297	laherparepvec
NCT01740297	Ipilimumab
NCT02590263	Temozolomide
NCT02590263	ABT-414
NCT01559818	IMM-101
NCT02007044	Ibrutinib
NCT02007044	Rituximab
NCT02005289	MOR00208
NCT02005289	lenalidomide
NCT01991158	methotrexate
NCT01991158	Gemcitabine
NCT01991158	Pegaspargase
NCT01991158	Dexamethasone
NCT01965977	Bortezomib
NCT01406574	OPB-31121
NCT01406574	OPB-31121
NCT01406574	phase2
NCT01939730	Rituximab
NCT01939730	GM-CSF
NCT01136733	Lenvatinib
NCT01136733	Everolimus
NCT03736122	BSG-001
NCT01848132	Bortezomib
NCT01848132	Rituximab
NCT01848132	Cyclophosphamide
NCT01848132	Doxorubicin
NCT01848132	Prednisone
NCT01848132	Vincristine
NCT01397708	INXN-2001
NCT01397708	INXN-1001
NCT01716208	Ofatumumab
NCT00001114	Interferon
NCT00001114	alfa-2b
NCT00001114	Didanosine
NCT00001059	Doxorubicin
NCT00001059	hydrochloride
NCT00001059	liposomal
NCT00001059	Filgrastim
NCT00001059	Bleomycin
NCT00001059	Vincristine
NCT03153514	Obinutuzumab
NCT01665768	Everolimus
NCT01665768	Rituximab
NCT01652144	AT7519M
NCT01627054	AT7519M
NCT02586857	ACP-196
NCT00153920	bortezomib
NCT01532700	Ofatumumab
NCT01532700	GSK2110183
NCT01520519	Rituximab
NCT01520519	PCI-32765
NCT01502982	R-CHOEP14x6+HD-AraC+HD-Mtx
NCT01220271	LY2157299
NCT01220271	Temozolomide
NCT01472562	lenalidomide
NCT01472562	rituximab
NCT01446133	Rituximab
NCT01446133	Lenalidomide
NCT01437709	Ofatumumab
NCT00946153	Lenvatinib
NCT01396070	Brentuximab
NCT01396070	vedotin
NCT02315534	BBI608
NCT02315534	Temozolomide
NCT01370772	Rituximab
NCT01370772	Cyclophosphamide
NCT01370772	Fludarabine
NCT01274533	Lenalidomide
NCT00790218	CF102
NCT00784290	Orantinib
NCT00784290	TSU-68
NCT01243190	Ofatumumab
NCT01208896	Reduced_intensity
NCT00731445	Z-208
NCT00414765	Aldesleukin
NCT01199575	Revlimid
NCT01199575	Rituximab
NCT01191190	Ofatumumab/HDMP
NCT01168921	Eltrombopag
NCT01133743	Lenalidomide
NCT01133743	Dexamethasone
NCT01113632	Ofatumumab
NCT03736616	Carboplatin
NCT03736616	Ifosfamide
NCT03736616	Etoposide
NCT03736616	Rituximab
NCT03736616	Carmustine
NCT03736616	Cytarabine
NCT03736616	Melphalan
NCT03736616	Acalabrutinib
NCT01082939	Fludarabine
NCT01082939	Cyclophosphamide
NCT01082939	Alemtuzumab
NCT01082939	Rituximab
NCT00389285	rIL-21
NCT00389285	rIL-21
NCT00389285	sorafenib
NCT01011894	lenalidomide
NCT03563040	Methoxsalen
NCT00609011	MPC-6827
NCT00609011	Temozolomide
NCT01790503	PLX3397
NCT01790503	Temozolomide
NCT01592045	ch14.18
NCT01592045	-NCI
NCT01592045	ch14.18-UTC
NCT01592045	Granulocyte-Macrophage
NCT01592045	Colony-Stimulating
NCT01592045	GM-CSF
NCT01592045	Aldesleukin
NCT01592045	IL-2
NCT01592045	Isotretinoin
NCT00959686	Bendamustine
NCT00958256	Bortezomib
NCT00958256	Rituximab
NCT00958256	Cyclophosphamide
NCT00958256	Mesna
NCT00958256	G-CSF
NCT00940342	GM-CSF
NCT00940342	Sargramostim
NCT00940342	Rituximab
NCT00930605	ESHAP
NCT00930605	Alemtuzumab
NCT00904722	CT-011
NCT00904722	Rituximab
NCT00899431	Lenalidomide
NCT00899431	Fludarabine
NCT00899431	Rituximab
NCT00899431	Thymoglobulin
NCT00899431	Bendamustine
NCT00899431	Allopurinol
NCT03338348	Vosaroxin
NCT03338348	Azacitidine
NCT00860457	Rituximab
NCT00860457	Fludarabine
NCT00860457	Lenalidomide
NCT03229382	Obinutuzumab
NCT00799136	R-EPOCH
NCT00794820	Fludarabine
NCT00794820	Cyclophosphamide
NCT00794820	Rituximab
NCT00429312	JX-594
NCT00759603	Lenalidomide
NCT00759603	Rituximab
NCT00412828	CR011-vcMMAE
NCT00113529	Gefitinib
NCT00113529	Sunitinib
NCT00689169	ZBEAM
NCT00689169	Zevalin
NCT00689169	BCNU
NCT00689169	Etoposide
NCT00689169	Aracytine
NCT00689169	Melphalan
NCT00689169	Rituximab
NCT01723839	Fludarabine
NCT01723839	Cyclophosphamide
NCT01723839	Rituximab
NCT01723839	Lenalidomide
NCT00632359	Lenalidomide
NCT00327600	imexon
NCT00327600	DTIC
NCT02881749	mechlorethamine
NCT00607854	Ibritumomab
NCT00607854	Tiuxetan
NCT00607854	Zevalin
NCT00306566	CYT004-MelQbG10
NCT00306514	CYT004-MelQbG10
NCT00303251	TKI258
NCT00919737	NPC-08
NCT00565981	Fludarabine
NCT00565981	Alemtuzumab
NCT00562770	Valganciclovir
NCT00562770	Valacyclovir
NCT00548847	GM-CSF
NCT00535873	Lenalidomide
NCT01301430	H-1PV
NCT00261365	Ipilimumab
NCT00525603	Cyclophosphamide
NCT00525603	Fludarabine
NCT00525603	Alemtuzumab
NCT00525603	Rituximab
NCT00448019	Fludarabine
NCT00448019	Cyclophosphamide
NCT00448019	Rituximab
NCT00448019	Bevacizumab
NCT00440583	chemotherapy
NCT00440583	Zevalin
NCT01404936	Interferon-2A
NCT01404936	Adriamycin
NCT01404936	Bleomycin
NCT01404936	Velban
NCT01404936	Dacarbazine
NCT00687765	bsi-201
NCT00687765	temozolomide
NCT00381004	Cyclophosphamide
NCT00381004	Fludarabine
NCT00381004	Sargramostim
NCT00381004	Rituximab
NCT00364286	Dasatinib
NCT00364286	BMS-354825
NCT00337987	Ontak
NCT00337987	cyclophosphamide
NCT00337987	prednisone
NCT00337987	chemotherapy
NCT00323557	Sargramostim
NCT00323557	GM-CSF
NCT00323557	Pneumococcal
NCT00323557	Vaccine
NCT02268370	Dasatinib
NCT00084214	STA-4783
NCT00084214	Paclitaxel
NCT00290433	Cyclophosphamide
NCT00290433	Mesna
NCT00290433	Vincristine
NCT00290433	Methotrexate
NCT00290433	Ara-C
NCT00290433	Dexamethasone
NCT00290433	G-CSF
NCT00290433	Doxil
NCT00285389	Adriblastin
NCT00285389	dexamethasone
NCT00285389	Chlorambucil
NCT00285389	rituximab
NCT00285389	cyclophosphamide
NCT00285389	alkeran
NCT00285389	vincristine
NCT00267059	Lenalidomide
NCT00007969	Detox-B
NCT00007969	verteporfin
NCT01125176	thalidomide
NCT01125176	lenalidomide
NCT01125176	rituximab
NCT00201721	Pentostatin
NCT00201721	Rituximab
NCT00201721	Cyclophosphamide
NCT00193518	Trioxide
NCT00193466	Rituximab
NCT00193466	Fludarabine
NCT00193466	CAMPTH-1H
NCT00169156	Rituximab
NCT00169156	Prednisone
NCT00169156	Doxorubicine
NCT00169156	Cyclophosphamide
NCT00169156	Vincristine
NCT00169143	Rituximab
NCT00169143	ACVBP
NCT00169143	Pegfilgrastim
NCT00136565	Velcade
NCT00136565	Doxorubicin
NCT00136565	Prednisone
NCT00136565	Cyclophosphamide
NCT00136565	Vindesine
NCT00136565	Bleomycin
NCT03801434	Ruxolitinib
NCT00974233	Bendamustine
NCT00974233	Rituximab
NCT00974233	Lenalidomide
NCT00102661	Campath-1H
NCT00096044	rituximab
NCT00096044	lenalidomide
NCT00033228	MKC1106-MT
NCT00067028	Clofarabine
NCT00067028	Idarubicin
NCT00067028	Ara-C
NCT00032903	Gimatecan®
NCT00402116	enzastaurin
NCT00402116	temozolomide
NCT03587844	brentuximab
NCT03587844	vedotin
NCT00024570	IL13-PE38QQR
NCT00504504	Rituximab
NCT00504504	Adriamycin
NCT00504504	Bleomycin
NCT00504504	Vinblastine
NCT00504504	Dacarbazine
NCT00504504	DTIC
NCT03743246	JCAR017
NCT03743246	Fludarabine
NCT03743246	Cyclophosphamide
NCT01193699	PEG-P-INF
NCT01193699	alpha-2b
NCT01193699	P1101
NCT03666000	PBCAR0191
NCT03666000	Fludarabine
NCT03666000	Cyclophosphamide
NCT03614858	CART-19/22
NCT00038623	Yttrium-ibritumomab
NCT00038623	Zevalin
NCT00038623	Rituximab
NCT03740529	LOXO-305
NCT03311126	Bendamustine
NCT03311126	Obinutuzumab
NCT00116376	AEE788
NCT03289455	AUTO3
NCT03289455	CD19/22
NCT03265106	BinD19
NCT03940833	BCMA
NCT03940833	CAR-NK
NCT03156101	BinD19
NCT00882102	Decitabine
NCT00882102	Gemtuzumab
NCT00882102	ozogamicin
NCT02498951	Obinutuzumab
NCT00656617	Idarubicin
NCT00656617	Cytarabine
NCT00656617	Vorinostat
NCT01423058	Momelotinib
NCT02321592	AFM13
NCT00071396	Campath-1H
NCT00071396	Rituximab
NCT03919240	T-cell
NCT03919240	therapy
NCT00469014	Clofarabine
NCT00469014	Busulfan
NCT00469014	Fludarabine
NCT02099292	Rituximab
NCT02099292	DexaBEAM
NCT00451997	Gleevec
NCT00451997	Ara-C
NCT03739619	Bendamustine
NCT03739619	Gemcitabine
NCT03739619	Nivolumab
NCT00414310	Decitabine
NCT00414310	Valproic
NCT03593187	Cal-1
NCT03593187	LVsh5/C46
NCT03576378	BrentuximabVedotin
NCT00745550	SB1518
NCT00360672	Revlimid
NCT03468153	CD19
NCT03468153	CD22
NCT03468153	CAR-T
NCT03468153	Immunotherapy
NCT00326170	5-Azacytidine
NCT00326170	5-aza
NCT00326170	Valproic
NCT00326170	Retinoic
NCT00326170	ATRA
NCT03331341	Dacarbazine
NCT03331341	Doxorubicin
NCT03331341	Hydrochloride
NCT03331341	Pembrolizumab
NCT03331341	Vinblastine
NCT00935987	CYT387
NCT03187210	Brentuximab
NCT03187210	Vedotin
NCT03187210	BeEAM
NCT03187210	Regimen
NCT02363439	IMO-8400
NCT02363439	mg/kg/wk
NCT02363439	mg/kg
NCT01534260	sorafenib
NCT01534260	vorinostat
NCT01534260	bortezomib
NCT01574274	SC-PEG
NCT01574274	Oncaspar
NCT02875067	Pembrolizumab
NCT02875067	Lenalidomide
NCT01508312	brentuximab
NCT01508312	vedotin
NCT01508312	SGN-35
NCT01508312	Brentuximab
NCT01508312	Vedotin
NCT01508312	SGN-35
NCT02092909	IMO-8400
NCT02744612	Brentuximab
NCT02744612	Vedotin
NCT02744612	Ibrutinib
NCT01647971	Ublituximab
NCT00088218	Clofarabine
NCT00088218	Ara-C
NCT03946670	MBG453
NCT01397825	Alisertib
NCT01397825	MLN8237
NCT01397825	Rituximab
NCT01397825	Vincristine
NCT01254890	Azacitidine
NCT01254890	Sorafenib
NCT00509899	Ruxolitinib
NCT02535247	MK-3475
NCT02535247	Copanlisib
NCT02429375	Mocetinostat
NCT02429375	Brentuximab
NCT02429375	Vedotin
NCT00065143	clofarabine
NCT00065143	Ara-C
NCT02243436	Brentuximab
NCT02243436	Vedotin
NCT02243436	Etoposide
NCT02243436	Soludomerin
NCT02243436	Cisplatin
NCT00744536	Lenalidomide
NCT00744536	melphalan
NCT03151304	Pracinostat
NCT03151304	Azacitidine
NCT03011034	Talacotuzumab
NCT03011034	Daratumumab
NCT02779777	Tipifarnib
NCT01776723	Ruxolitinib
NCT00712582	Etoposide
NCT00712582	carboplatin
NCT00712582	ifosfamide
NCT00712582	Rituximab
NCT00712582	Ifosfamide
NCT00712582	Etoposide
NCT00712582	Carboplatin
NCT00712582	Rituximab
NCT00712582	Ifosfamide
NCT00712582	Etoposide
NCT00712582	Carboplatin
NCT00712582	Mitoxantrone
NCT00712582	Cyclophosphamide
NCT00712582	Carmustine
NCT03984357	PD-1
NCT03984357	antibody
NCT03984357	Gemcitabine
NCT03984357	Cisplatin
NCT01538472	Zevalin
NCT01538472	Zevalin
NCT01538472	Rituxan
NCT01538472	BCNU
NCT01538472	Ara-C
NCT01538472	Melphalan
NCT01538472	G-CSF
NCT01527422	Cyclophosphamide
NCT01527422	Doxorubicin
NCT01527422	Vincristine
NCT01527422	Prednisone
NCT01476410	brentuximab
NCT01476410	vedotin
NCT01476410	doxorubicin
NCT01476410	hydrochloride
NCT01476410	vinblastine
NCT01476410	dacarbazine
NCT00299156	Clofarabine
NCT02281084	CC-486
NCT02281084	AZACITIDINE
NCT02268383	ACE-536
NCT00546793	veltuzumab
NCT00322985	Lenalidomide
NCT02831257	AZD2014
NCT01993641	pracinostat
NCT01993641	Azacitidine
NCT01993641	Decitabine
NCT01169636	Panobinostat
NCT01169636	Ifosfamide
NCT01169636	Mesna
NCT01169636	Carboplatin
NCT01169636	Etoposide
NCT01169636	Pegfilgrastim
NCT02847559	Bevacizumab
NCT03117309	Ipilimumab
NCT01904682	rigosertib
NCT03595683	Pembrolizumab
NCT03595683	EDP1503
NCT00289562	forodesine
NCT00289562	hydrochloride
NCT00289562	BCX-1777
NCT01873703	pracinostat
NCT01873703	Azacitidine
NCT01868477	Deferasirox
NCT01868477	Erythropoietin
NCT01868477	Deferasirox
NCT01298999	YF476
NCT00989586	milatuzumab
NCT00989586	veltuzumab
NCT00989586	veltuzumab
NCT00989586	milatuzumab
NCT00968253	Everolimus
NCT00968253	RAD001
NCT00968253	Cyclophosphamide
NCT00968253	Vincristine
NCT00968253	Doxorubicin
NCT00968253	Dexamethasone
NCT00968253	Mesna
NCT00968253	Methotrexate
NCT00968253	Ara-C
NCT00968253	Cytarabine
NCT00968253	Methylprednisone
NCT00968253	G-CSF
NCT00967044	Panobinostat
NCT00967044	Everolimus
NCT03241186	Ipilimumab
NCT03241186	Nivolumab
NCT00067808	Decitabine
NCT01599325	Azacitidine
NCT00787527	Zolinza
NCT00787527	vorinostat
NCT00787527	Cyclophosphamide
NCT00787527	Doxorubicin
NCT00787527	Vincristine
NCT00787527	Prednisone
NCT00360347	C.E.R.A
NCT00720876	rituximab
NCT00720876	vorinostat
NCT00684411	Imatinib
NCT00684411	mesylate
NCT00571493	Bortezomib
NCT00571493	carmustine
NCT00571493	BCNU
NCT00571493	cytarabine
NCT00571493	melphalan
NCT00550615	Dasatinib
NCT00550615	Dasatinib
NCT01707264	NEOD001
NCT00529360	Clofarabine
NCT00484874	I-131
NCT00484874	Tositumomab
NCT01062490	Treosulfan
NCT00000626	Vinblastine
NCT00000626	Dacarbazine
NCT00000626	Filgrastim
NCT00000626	Bleomycin
NCT00000626	Doxorubicin
NCT00000626	hydrochloride
NCT00110266	Deferasirox
NCT00389818	filgrastim
NCT00389818	pegfilgrastim
NCT00389818	rituximab
NCT00389818	sargramostim
NCT00389818	cyclophosphamide
NCT00389818	liposomal
NCT00389818	hydrochloride
NCT00389818	prednisone
NCT00389818	vincristine
NCT04010968	venetoclax
NCT04010968	ibrutinib
NCT04010968	I+VEN
NCT00374699	Velcade
NCT03071874	AZD2014
NCT03949153	MG/ML
NCT03949153	Intravenous
NCT03949153	OPDIVO
NCT03949153	Ipilimumab
NCT03925350	Niraparib
NCT00940602	Deferasirox
NCT03682276	Ipilimumab
NCT03682276	Nivolumab
NCT03267498	Nivolumab
NCT03267498	Cisplatin
NCT00299182	Rituximab
NCT00299182	Cyclophosphamide
NCT00299182	Vincristine
NCT00299182	Doxorubicin
NCT00299182	Dexamethasone
NCT00299182	Methotrexate
NCT00299182	Cytarabine
NCT03278405	Avelumab
NCT03149822	Cabozantinib
NCT03149822	Pembrolizumab
NCT00244985	rituximab
NCT00244985	liposomal
NCT00244985	hydrochloride
NCT03638375	Nivolumab
NCT03638375	Tumor
NCT03638375	Interferon-Alpha
NCT00812968	Lenalidomide
NCT03617328	Montanide
NCT03617328	ISA-51
NCT03617328	polyICLC
NCT03617328	CDX-1127
NCT00156013	CLOFARABINE
NCT00151320	Bortezomib
NCT00151320	Rituximab
NCT03580382	Trametinib
NCT03580382	CDX-3379
NCT03580382	ERBB3
NCT03580382	antibody
NCT03514017	Pembrolizumab
NCT03514017	Ibrutinib
NCT03397654	Pembrolizumab
NCT03397654	Trans-arterial
NCT03397654	chemoembolization
NCT01840592	Sorafenib
NCT01840592	Doxorubicin
NCT00744757	Decitabine
NCT02819596	Savolitinib
NCT02819596	MEDI4736
NCT02819596	Tremelimumab
NCT03476174	Pembrolizumab
NCT03476174	Interleukin-2
NCT03455764	MCS110
NCT03455764	Dabrafenib
NCT03455764	Trametinib
NCT00700206	Ezatiostat
NCT00700206	Hydrochloride
NCT03374839	IL-2
NCT03374839	Nivolumab
NCT00101010	Filgrastim
NCT00101010	Pegfilgrastim
NCT00101010	Rituximab
NCT00101010	Cyclophosphamide
NCT00101010	liposomal
NCT00101010	hydrochloride
NCT00101010	Prednisone
NCT00101010	Vincristine
NCT00619099	decitabine
NCT03200847	Pembrolizumab
NCT03200847	All-Trans
NCT03200847	Retinoic
NCT00551291	Mycophenolate
NCT00551291	mofetil
NCT00551291	Prednisone
NCT00551291	Erythropoietin
NCT00088231	Imatinib
NCT00088231	Mesylate
NCT00088231	Gleevec
NCT00088231	vatalanib
NCT00531232	clofarabine
NCT03101254	LY3022855
NCT03101254	Vemurafenib
NCT03101254	Cobimetinib
NCT00004198	keyhole
NCT00004198	hemocyanin
NCT00004198	sargramostim
NCT00004198	tumor
NCT00004198	cell-based
NCT00004198	vaccine
NCT00004198	therapy
NCT01743950	Bevacizumab
NCT00007852	rituximab
NCT00007852	carmustine
NCT00007852	cytarabine
NCT00007852	etoposide
NCT00007852	melphalan
NCT00005592	tiuxetan
NCT00005592	rituximab
NCT03139916	Temozolomide
NCT03139916	Bavituximab
NCT02872259	BGB324+pembrolizumab
NCT02872259	BGB324+dabrafenib
NCT02872259	trametinib
NCT02872259	pembrolizumab
NCT02872259	dabrafenib
NCT02872259	trametinib
NCT03190174	Nab-Rapamycin
NCT03190174	Nivolumab
NCT00413114	Obatoclax
NCT00413114	mesylate
NCT00413114	GX15-070MS
NCT02689141	Bendamustine
NCT02689141	Ofatumumab
NCT02689141	Ibrutinib
NCT02706353	APX005M
NCT02706353	Pembrolizumab
NCT02666898	GA101
NCT02666898	Ibrutinib
NCT02666898	Cyclophosphamide
NCT02666898	Fludarabine
NCT01419639	Everolimus
NCT01419639	RAD001
NCT01419639	Afinitor®
NCT00031642	rituximab
NCT00003963	rituximab
NCT00003963	vinorelbine
NCT00003963	ditartrate
NCT02559778	Ceritinib
NCT02559778	dasatinib
NCT02559778	sorafenib
NCT02559778	vorinostat
NCT02559778	DFMO
NCT02514824	MLN0128
NCT03123276	Pembrolizumab
NCT03123276	Gemcitabine
NCT00260065	Decitabine
NCT02436707	Ibrutinib
NCT02436707	Rituximab
NCT02436707	Gemcitabine
NCT02436707	Dexamethasone
NCT02436707	Cisplatin
NCT02436707	Mesna
NCT02436707	Cyclophosphamide
NCT02436707	Etoposide
NCT02436707	G-CSF
NCT02607124	Ribociclib
NCT03532295	Epacadostat
NCT03532295	Avelumab
NCT03532295	Bevacizumab
NCT00102687	azacitidine
NCT03603223	Pembrolizumab
NCT02135133	Idelalisib
NCT02135133	Ofatumumab
NCT02311582	MK-3475
NCT00095264	Darbepoetin
NCT00095264	Alfa
NCT03624231	Durvalumab
NCT03624231	Tremelimumab
NCT02197637	VINORELBINE
NCT01921790	Avastin
NCT01921790	Gemcitabine
NCT01921790	Oxaliplatin
NCT01921790	Pegaspargase
NCT01921790	Dexamethasone
NCT01837862	Mebendazole
NCT01837862	Vincristine
NCT01837862	Carboplatin
NCT01837862	Temozolomide
NCT01837862	Bevacizumab
NCT01837862	Irinotecan
NCT01550367	Hydroxychloroquine
NCT01550367	IL-2
NCT01848145	Ofatumumab
NCT01513187	Pazopanib
NCT01513187	interferon
NCT00900757	Palonosetron
NCT00900757	PALO
NCT01687673	Temsirolimus
NCT01687673	Sorafenib
NCT01754857	Bendamustine
NCT01754857	Rituximab
NCT01754857	Lenalidomide
NCT00064974	CC-5013
NCT00782626	everolimus
NCT01686321	Bendamustine
NCT01686321	subcutaneous
NCT01686321	rituximab
NCT00631618	Sutent
NCT00631618	sunitinib
NCT01682213	Dabrafenib
NCT01619774	GSK2118436
NCT01619774	GSK1120212
NCT00050154	ZARNESTRA
NCT00050154	tipifarnib
NCT00050154	R115777
NCT00045786	CC-1088
NCT00044382	CC-5013
NCT03015896	Lenalidomide
NCT03015896	Nivolumab
NCT01497496	Methylprednisolone
NCT01497496	HDMP
NCT01497496	Ofatumumab
NCT01497496	Lenalidomide
NCT01512251	BKM120
NCT01512251	Vemurafenib
NCT01512251	PLX4032
NCT00407264	propionate
NCT00350597	Granulocyte-Macrophage
NCT00350597	Colony-Stimulating
NCT00350597	GM-CSF
NCT01234766	Bendamustine
NCT01234766	Rituximab
NCT01123356	Ofatumumab
NCT01123356	Lenalidomide
NCT01251484	BIBF1120
NCT02331498	Pazopanib
NCT00873457	perifosine
NCT00740415	rituximab
NCT00740415	bortezomib
NCT00740415	dexamethasone
NCT00740415	Bendamustine
NCT01757626	Hu3F8
NCT01757626	GM-CSF
NCT00656812	Rituximab
NCT00656812	2-CdA
NCT00667953	Gleevec
NCT00667953	Temozolomide
NCT00766753	Dendritic
NCT00766753	vaccine
NCT00766753	vaccine
NCT00766753	vaccine
NCT00597038	Dasatinib
NCT00597038	Dacarbazine
NCT00597038	DTIC
NCT00590824	hu14.18-IL2
NCT01496976	Methylprednisolone
NCT01496976	HDMP
NCT01496976	Ofatumumab
NCT01496976	Lenalidomide
NCT00412425	Palonosetron
NCT00792766	everolimus
NCT00792766	RAD001
NCT00290511	Fludarabine
NCT00290511	Mitoxantrone
NCT00290511	Rituximab
NCT00290511	Zevalin
NCT00290511	Dexamethasone
NCT00280241	Fludarabine
NCT00280241	Cyclophosphamide
NCT00280241	Rituximab
NCT00254410	Fludarabine
NCT00254410	Cyclophosphamide
NCT00254410	Mitoxantrone
NCT00254410	Rituximab
NCT00254410	Filgrastim
NCT04021082	Cerdulatinib
NCT00139360	Bevacizumab
NCT00960739	Topotecan
NCT00960739	hydrochloride
NCT00457964	RAD001
NCT00555399	Vorinostat
NCT00555399	Isotretinoin
NCT00555399	Temozolomide
NCT03679624	Ibrutinib
NCT03679624	Daratumumab
NCT01488565	Azacitidine
NCT00057967	alemtuzumab
NCT03911076	PVX-2
NCT00411619	Everolimus
NCT04030195	PBCAR20A
NCT04030195	Fludarabine
NCT04030195	Cyclophosphamide
NCT03939026	ALLO-501
NCT03939026	ALLO-647
NCT03939026	Fludarabine
NCT03939026	Cyclophosphamide
NCT03900377	L-0501RI
NCT03880279	TAC01-CD19
NCT03770000	Tenalisib
NCT03770000	Romidepsin
NCT03677154	Mosunetuzumab
NCT03677154	Tocilizumab
NCT00778375	Clofarabine
NCT00778375	Cytarabine
NCT00778375	Decitabine
NCT03625037	GEN3013
NCT03625037	DuoBody®-CD3xCD20
NCT03624036	KTE-X19
NCT03624036	Fludarabine
NCT03624036	Cyclophosphamide
NCT03590574	AUTO4
NCT03494179	ICP-022
NCT03328273	AZD6738
NCT03328273	acalabrutinib
NCT03287817	AUTO3
NCT03283202	Avadomide
NCT03283202	CC-122
NCT03283202	Rituximab
NCT03283202	Vincristine
NCT03283202	Prednisone
NCT03239392	BNZ132-1-40
NCT03135262	Idasanutlin
NCT03135262	Obinutuzumab
NCT03135262	Venetoclax
NCT03135262	Rituximab
NCT03681561	Ruxolitinib
NCT03681561	Nivolumab
NCT02892695	anti-CD19
NCT02892695	CAR-NK
NCT01518517	GRASPA
NCT01518517	L-asparaginase
NCT02851589	PCAR-019
NCT02851589	anti-CD19
NCT02851589	CAR-T
NCT02819583	PCAR-019
NCT02819583	anti-CD19
NCT02819583	CAR-T
NCT02795520	OTS167IV
NCT02760485	itacitinib
NCT02760485	ibrutinib
NCT02729896	Atezolizumab
NCT02729896	TECENTRIQ
NCT02729896	Obinutuzumab
NCT02729896	Polatuzumab
NCT02729896	Vedotin
NCT02729896	Rituximab
NCT02672501	anti-CD19-CAR-T
NCT03225716	Ulocuplumab
NCT03225716	Ibrutinib
NCT02631577	Atezolizumab
NCT02631577	MPDL3280A
NCT02631577	TECENTRIQ
NCT02631577	Lenalidomide
NCT02631577	Obinutuzumab
NCT02596971	Atezolizumab
NCT02596971	Bendamustine
NCT02596971	Cyclophosphamide
NCT02596971	Doxorubicin
NCT02596971	Obinutuzumab
NCT02596971	Prednisone
NCT02596971	Vincristine
NCT02596971	Rituximab
NCT02557516	monalizumab
NCT02535286	Umbralisib
NCT02535286	ublituximab
NCT02535286	TG-1501
NCT01197560	Lenalidomide
NCT01197560	Gemcitabine
NCT01197560	Oxaliplatin
NCT01197560	Rituximab
NCT01197560	Etoposide
NCT02406742	CC-122
NCT02406742	Ibrutinib
NCT02406742	Obinutuzumab
NCT02271945	MEDI-551
NCT02271945	mg/kg
NCT02271945	MEDI0680
NCT02271945	mg/kg
NCT02271945	MEDI0680
NCT02271945	mg/kg
NCT02266147	SD-101
NCT01024036	Siltuximab
NCT01024036	Supportive
NCT02252146	IMO-8400
NCT03699475	rivogenlecleucel
NCT03699475	rimiducid
NCT03699475	rimiducid
NCT03699475	Cyclophosphamide
NCT02013362	Pralatrexate
NCT01994382	Cerdulatinib
NCT01994382	PRT062070
NCT00877656	HuMax-CD4
NCT00090987	imatinib
NCT00090987	mesylate
NCT02302469	Revlimid
NCT03379051	Venetoclax
NCT03379051	Umbralisib
NCT03379051	Ublituximab
NCT01742988	fimepinostat
NCT01742988	Rituximab
NCT01742988	venetoclax
NCT01742988	Bendamustine
NCT01602952	Radotinib
NCT00490776	LBH589
NCT01492088	Brentuximab
NCT01492088	vedotin
NCT01456039	Romidepsin
NCT00449761	panobinostat
NCT00425555	Panobinostat
NCT01297543	progenitor
NCT01297543	G-CSF
NCT01279473	Nilotinib
NCT02518113	LY3039478
NCT02518113	Dexamethasone
NCT03318159	Posaconazole
NCT01217749	PCI-32765
NCT01217749	ofatumumab
NCT01188681	TRU-016
NCT01188681	bendamustine
NCT01188681	Bendamustine
NCT01188681	mg/kg
NCT01188681	TRU-016
NCT01188681	bendamustine
NCT01188681	mg/kg
NCT01188681	TRU-016
NCT01188681	bendamustine
NCT01105247	PCI-32765
NCT01458366	Bendamustine
NCT01458366	Ofatumumab
NCT01458366	Carboplatin
NCT01458366	Etoposide
NCT01030718	dasatinib
NCT01030536	CAT-8015
NCT01030536	mcg/kg
NCT01030536	CAT-8015
NCT01030536	mcg/kg
NCT01030536	CAT-8015
NCT01030536	mcg/kg
NCT01030536	CAT-8015
NCT01030536	mcg/kg
NCT01030536	CAT-8015
NCT01030536	mcg/kg
NCT01281917	Velcade
NCT01281917	Temsirolimus
NCT01182415	High-dose
NCT01182415	chemotherapy
NCT00888927	KW-0761
NCT03236792	Ixazomib
